shipment_id,awb_number,flight_id,flight_number,scenario_id,scenario_name,aircraft_registration,origin,destination,cargo_type,weight_kg,volume_cbm,pieces,is_temperature_sensitive,required_temp_min,required_temp_max,is_dangerous_goods,dg_class,priority,status,shipper_name,consignee_name
CGO-1686,903-73412808,FLT-1056,EY7152,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYD,CAI,AUH,Dangerous Goods,1285,4.99,19,N,,,Y,8.0,ECONOMY,DELAYED,Shipper 100,Consignee 100
CGO-1687,939-94038324,FLT-1056,EY7152,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYD,CAI,AUH,Valuables,1738,7.91,29,N,,,N,,STANDARD,DELAYED,Shipper 95,Consignee 72
CGO-1688,708-87680392,FLT-1056,EY7152,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYD,CAI,AUH,Perishable,734,1.24,17,Y,2.0,8.0,N,,EXPRESS,DELAYED,Shipper 51,Consignee 30
CGO-1689,271-45551540,FLT-1057,EY3103,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYE,FCO,AUH,Dangerous Goods,831,8.65,2,N,,,Y,3.0,ECONOMY,DELAYED,Shipper 10,Consignee 78
CGO-1690,524-77384423,FLT-1057,EY3103,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYE,FCO,AUH,Dangerous Goods,1504,5.19,9,N,,,Y,4.1,STANDARD,DELAYED,Shipper 69,Consignee 61
CGO-1691,873-89715410,FLT-1057,EY3103,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYE,FCO,AUH,Perishable,1308,2.96,26,Y,2.0,8.0,N,,ECONOMY,DELAYED,Shipper 59,Consignee 39
CGO-1692,237-45062849,FLT-1057,EY3103,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYE,FCO,AUH,Pharmaceuticals,1139,7.14,28,Y,-20.0,8.0,N,,ECONOMY,DELAYED,Shipper 79,Consignee 14
CGO-1693,975-10634545,FLT-1057,EY3103,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYE,FCO,AUH,Dangerous Goods,1099,3.24,14,N,,,Y,3.0,ECONOMY,DELAYED,Shipper 69,Consignee 98
CGO-1694,671-81280352,FLT-1057,EY3103,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYE,FCO,AUH,Perishable,1910,9.64,2,Y,2.0,8.0,N,,EXPRESS,DELAYED,Shipper 20,Consignee 46
CGO-1695,470-52318610,FLT-1057,EY3103,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYE,FCO,AUH,Pharmaceuticals,1120,8.91,25,Y,-20.0,8.0,N,,ECONOMY,DELAYED,Shipper 48,Consignee 86
CGO-1696,275-22819269,FLT-1057,EY3103,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYE,FCO,AUH,Perishable,1842,5.37,6,Y,2.0,8.0,N,,ECONOMY,DELAYED,Shipper 58,Consignee 52
CGO-1697,705-87744116,FLT-1057,EY3103,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYE,FCO,AUH,Valuables,484,3.79,15,N,,,N,,STANDARD,DELAYED,Shipper 31,Consignee 41
CGO-1698,523-84995244,FLT-1057,EY3103,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYE,FCO,AUH,Dangerous Goods,153,6.98,37,N,,,Y,4.1,STANDARD,DELAYED,Shipper 28,Consignee 81
CGO-1699,596-15645549,FLT-1057,EY3103,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYE,FCO,AUH,Pharmaceuticals,1516,7.62,28,Y,-20.0,8.0,N,,EXPRESS,DELAYED,Shipper 48,Consignee 68
CGO-1700,713-29202134,FLT-1057,EY3103,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYE,FCO,AUH,Live Animals,1470,9.32,28,N,,,N,,STANDARD,DELAYED,Shipper 62,Consignee 2
CGO-1701,589-53381390,FLT-1057,EY3103,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYE,FCO,AUH,Perishable,1351,4.28,49,Y,2.0,8.0,N,,STANDARD,DELAYED,Shipper 67,Consignee 69
CGO-1702,826-87815734,FLT-1057,EY3103,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYE,FCO,AUH,Perishable,313,9.7,11,Y,2.0,8.0,N,,EXPRESS,DELAYED,Shipper 54,Consignee 23
CGO-1703,627-42948533,FLT-1057,EY3103,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYE,FCO,AUH,Dangerous Goods,996,6.51,3,N,,,Y,4.1,ECONOMY,DELAYED,Shipper 86,Consignee 80
CGO-1704,106-11593374,FLT-1057,EY3103,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYE,FCO,AUH,Pharmaceuticals,824,3.09,14,Y,-20.0,8.0,N,,ECONOMY,DELAYED,Shipper 98,Consignee 5
CGO-1705,547-79460317,FLT-1057,EY3103,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYE,FCO,AUH,Perishable,553,1.61,10,Y,2.0,8.0,N,,EXPRESS,DELAYED,Shipper 27,Consignee 18
CGO-1706,257-86041158,FLT-1057,EY3103,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYE,FCO,AUH,Valuables,283,5.73,33,N,,,N,,ECONOMY,DELAYED,Shipper 24,Consignee 36
CGO-1707,940-63897469,FLT-1058,EY004,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYK,DEL,AUH,Pharmaceuticals,908,2.13,31,Y,-20.0,8.0,N,,EXPRESS,DELAYED,Shipper 16,Consignee 49
CGO-1708,112-54604937,FLT-1058,EY004,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYK,DEL,AUH,Live Animals,693,4.8,6,N,,,N,,STANDARD,DELAYED,Shipper 40,Consignee 2
CGO-1709,215-88516693,FLT-1058,EY004,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYK,DEL,AUH,Perishable,1489,3.43,36,Y,2.0,8.0,N,,ECONOMY,DELAYED,Shipper 4,Consignee 80
CGO-1710,441-32465253,FLT-1058,EY004,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYK,DEL,AUH,Dangerous Goods,789,7.0,46,N,,,Y,4.1,EXPRESS,DELAYED,Shipper 12,Consignee 92
CGO-1711,838-95987121,FLT-1058,EY004,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYK,DEL,AUH,General,1567,1.48,26,N,,,N,,EXPRESS,DELAYED,Shipper 39,Consignee 42
CGO-1712,508-85935748,FLT-1058,EY004,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYK,DEL,AUH,Dangerous Goods,427,7.59,23,N,,,Y,9.0,STANDARD,DELAYED,Shipper 35,Consignee 32
CGO-1713,708-45981272,FLT-1058,EY004,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYK,DEL,AUH,Perishable,1390,3.77,11,Y,2.0,8.0,N,,STANDARD,DELAYED,Shipper 99,Consignee 62
CGO-1714,562-41769628,FLT-1058,EY004,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYK,DEL,AUH,Live Animals,348,9.07,36,N,,,N,,STANDARD,DELAYED,Shipper 93,Consignee 67
CGO-1715,869-73158433,FLT-1058,EY004,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYK,DEL,AUH,General,1192,1.87,45,N,,,N,,STANDARD,DELAYED,Shipper 40,Consignee 96
CGO-1716,247-78440041,FLT-1058,EY004,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYK,DEL,AUH,Dangerous Goods,1911,3.01,46,N,,,Y,8.0,ECONOMY,DELAYED,Shipper 29,Consignee 51
CGO-1717,688-24978798,FLT-1058,EY004,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYK,DEL,AUH,Perishable,1982,6.49,35,Y,2.0,8.0,N,,STANDARD,DELAYED,Shipper 60,Consignee 32
CGO-1718,323-16988333,FLT-1058,EY004,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYK,DEL,AUH,Live Animals,209,8.96,47,N,,,N,,EXPRESS,DELAYED,Shipper 43,Consignee 31
CGO-1719,388-63683824,FLT-1058,EY004,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYK,DEL,AUH,Perishable,1459,7.67,33,Y,2.0,8.0,N,,EXPRESS,DELAYED,Shipper 10,Consignee 16
CGO-1720,727-10166840,FLT-1059,EY8086,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYL,AUH,FCO,Valuables,1625,3.95,39,N,,,N,,STANDARD,DELAYED,Shipper 19,Consignee 45
CGO-1721,751-31721617,FLT-1059,EY8086,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYL,AUH,FCO,Dangerous Goods,1786,8.7,50,N,,,Y,9.0,ECONOMY,DELAYED,Shipper 14,Consignee 43
CGO-1722,942-31876028,FLT-1059,EY8086,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYL,AUH,FCO,Dangerous Goods,1967,2.72,30,N,,,Y,3.0,STANDARD,DELAYED,Shipper 28,Consignee 13
CGO-1723,217-32960880,FLT-1059,EY8086,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYL,AUH,FCO,General,243,7.22,32,N,,,N,,STANDARD,DELAYED,Shipper 43,Consignee 26
CGO-1724,289-14542907,FLT-1059,EY8086,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYL,AUH,FCO,Valuables,1581,6.69,17,N,,,N,,EXPRESS,DELAYED,Shipper 16,Consignee 71
CGO-1725,376-76644298,FLT-1060,EY912,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYA,JFK,AUH,Live Animals,409,6.32,48,N,,,N,,EXPRESS,ON_TIME,Shipper 65,Consignee 97
CGO-1726,212-10602489,FLT-1060,EY912,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYA,JFK,AUH,Live Animals,611,0.91,50,N,,,N,,STANDARD,ON_TIME,Shipper 37,Consignee 77
CGO-1727,308-35428753,FLT-1060,EY912,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYA,JFK,AUH,Valuables,1585,6.98,33,N,,,N,,EXPRESS,ON_TIME,Shipper 56,Consignee 55
CGO-1728,862-13114383,FLT-1060,EY912,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYA,JFK,AUH,Pharmaceuticals,449,7.74,43,Y,-20.0,8.0,N,,EXPRESS,ON_TIME,Shipper 28,Consignee 91
CGO-1729,298-67639712,FLT-1060,EY912,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYA,JFK,AUH,Perishable,1230,3.87,42,Y,2.0,8.0,N,,EXPRESS,ON_TIME,Shipper 52,Consignee 71
CGO-1730,481-27355522,FLT-1060,EY912,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYA,JFK,AUH,Dangerous Goods,1717,8.25,3,N,,,Y,8.0,EXPRESS,ON_TIME,Shipper 85,Consignee 13
CGO-1731,620-46657125,FLT-1060,EY912,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYA,JFK,AUH,Dangerous Goods,697,5.64,23,N,,,Y,8.0,STANDARD,ON_TIME,Shipper 68,Consignee 65
CGO-1732,585-42746428,FLT-1060,EY912,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYA,JFK,AUH,Perishable,132,0.88,26,Y,2.0,8.0,N,,STANDARD,ON_TIME,Shipper 56,Consignee 41
CGO-1733,279-33090659,FLT-1061,EY8086,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYI,AUH,FCO,Live Animals,880,7.63,23,N,,,N,,EXPRESS,DELAYED,Shipper 90,Consignee 44
CGO-1734,542-67108939,FLT-1061,EY8086,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYI,AUH,FCO,General,1039,3.98,15,N,,,N,,ECONOMY,DELAYED,Shipper 38,Consignee 22
CGO-1735,681-64739952,FLT-1061,EY8086,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYI,AUH,FCO,Dangerous Goods,806,3.62,5,N,,,Y,8.0,ECONOMY,DELAYED,Shipper 57,Consignee 6
CGO-1736,291-55193450,FLT-1061,EY8086,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYI,AUH,FCO,Live Animals,649,0.96,38,N,,,N,,STANDARD,DELAYED,Shipper 24,Consignee 90
CGO-1737,348-93750207,FLT-1061,EY8086,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYI,AUH,FCO,Dangerous Goods,401,4.93,16,N,,,Y,8.0,ECONOMY,DELAYED,Shipper 48,Consignee 98
CGO-1738,304-45210338,FLT-1061,EY8086,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYI,AUH,FCO,Dangerous Goods,584,5.42,50,N,,,Y,4.1,STANDARD,DELAYED,Shipper 71,Consignee 85
CGO-1739,654-31220294,FLT-1061,EY8086,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYI,AUH,FCO,Valuables,1451,1.25,42,N,,,N,,EXPRESS,DELAYED,Shipper 63,Consignee 88
CGO-1740,452-20404327,FLT-1061,EY8086,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYI,AUH,FCO,Valuables,947,7.76,6,N,,,N,,EXPRESS,DELAYED,Shipper 11,Consignee 4
CGO-1741,395-25332002,FLT-1061,EY8086,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYI,AUH,FCO,General,871,7.89,48,N,,,N,,ECONOMY,DELAYED,Shipper 32,Consignee 61
CGO-1742,413-80586893,FLT-1061,EY8086,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYI,AUH,FCO,Dangerous Goods,659,7.74,25,N,,,Y,4.1,EXPRESS,DELAYED,Shipper 76,Consignee 28
CGO-1743,917-59826867,FLT-1061,EY8086,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYI,AUH,FCO,Dangerous Goods,1380,8.76,3,N,,,Y,9.0,STANDARD,DELAYED,Shipper 80,Consignee 27
CGO-1744,363-58070916,FLT-1061,EY8086,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYI,AUH,FCO,Valuables,1111,0.79,23,N,,,N,,STANDARD,DELAYED,Shipper 72,Consignee 21
CGO-1745,862-43680066,FLT-1061,EY8086,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYI,AUH,FCO,Pharmaceuticals,568,7.76,7,Y,-20.0,8.0,N,,EXPRESS,DELAYED,Shipper 22,Consignee 79
CGO-1746,982-13562809,FLT-1061,EY8086,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYI,AUH,FCO,Perishable,301,5.01,20,Y,2.0,8.0,N,,EXPRESS,DELAYED,Shipper 12,Consignee 5
CGO-1747,128-93414650,FLT-1061,EY8086,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYI,AUH,FCO,General,390,6.85,47,N,,,N,,STANDARD,DELAYED,Shipper 9,Consignee 59
CGO-1748,612-46879840,FLT-1061,EY8086,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYI,AUH,FCO,Valuables,91,1.21,20,N,,,N,,EXPRESS,DELAYED,Shipper 36,Consignee 35
CGO-1749,669-12590275,FLT-1061,EY8086,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYI,AUH,FCO,Perishable,1647,4.73,35,Y,2.0,8.0,N,,ECONOMY,DELAYED,Shipper 90,Consignee 19
CGO-1750,948-27097993,FLT-1061,EY8086,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYI,AUH,FCO,Perishable,1176,6.79,40,Y,2.0,8.0,N,,ECONOMY,DELAYED,Shipper 49,Consignee 27
CGO-1751,205-45343835,FLT-1061,EY8086,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYI,AUH,FCO,General,1977,4.3,28,N,,,N,,STANDARD,DELAYED,Shipper 90,Consignee 17
CGO-1752,688-98658699,FLT-1062,EY6622,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYJ,DEL,AUH,General,210,1.59,9,N,,,N,,EXPRESS,DELAYED,Shipper 69,Consignee 52
CGO-1753,463-34011588,FLT-1062,EY6622,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYJ,DEL,AUH,Valuables,829,8.86,49,N,,,N,,EXPRESS,DELAYED,Shipper 29,Consignee 17
CGO-1754,197-52529054,FLT-1062,EY6622,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYJ,DEL,AUH,Valuables,880,3.16,44,N,,,N,,EXPRESS,DELAYED,Shipper 71,Consignee 26
CGO-1755,451-32678088,FLT-1062,EY6622,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYJ,DEL,AUH,Pharmaceuticals,1553,1.05,3,Y,-20.0,8.0,N,,EXPRESS,DELAYED,Shipper 1,Consignee 60
CGO-1756,394-54035934,FLT-1062,EY6622,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYJ,DEL,AUH,Live Animals,718,6.79,26,N,,,N,,STANDARD,DELAYED,Shipper 92,Consignee 78
CGO-1757,848-56727261,FLT-1062,EY6622,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYJ,DEL,AUH,Dangerous Goods,135,0.98,17,N,,,Y,9.0,STANDARD,DELAYED,Shipper 61,Consignee 92
CGO-1758,313-22180450,FLT-1062,EY6622,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYJ,DEL,AUH,Dangerous Goods,691,3.96,44,N,,,Y,4.1,EXPRESS,DELAYED,Shipper 8,Consignee 100
CGO-1759,938-98750708,FLT-1062,EY6622,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYJ,DEL,AUH,Pharmaceuticals,70,8.32,23,Y,-20.0,8.0,N,,EXPRESS,DELAYED,Shipper 35,Consignee 7
CGO-1760,128-87681579,FLT-1062,EY6622,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYJ,DEL,AUH,Perishable,1022,7.93,14,Y,2.0,8.0,N,,STANDARD,DELAYED,Shipper 39,Consignee 94
CGO-1761,871-85659196,FLT-1062,EY6622,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYJ,DEL,AUH,Perishable,499,8.02,30,Y,2.0,8.0,N,,EXPRESS,DELAYED,Shipper 41,Consignee 93
CGO-1762,403-44266079,FLT-1062,EY6622,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYJ,DEL,AUH,General,1214,7.21,18,N,,,N,,ECONOMY,DELAYED,Shipper 66,Consignee 83
CGO-1763,894-61415243,FLT-1062,EY6622,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYJ,DEL,AUH,Valuables,1477,7.59,38,N,,,N,,ECONOMY,DELAYED,Shipper 2,Consignee 84
CGO-1764,310-47334518,FLT-1062,EY6622,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYJ,DEL,AUH,Valuables,580,3.78,24,N,,,N,,ECONOMY,DELAYED,Shipper 82,Consignee 30
CGO-1765,148-17857838,FLT-1063,EY0739,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYA,AUH,SYD,Pharmaceuticals,1094,4.82,11,Y,-20.0,8.0,N,,ECONOMY,DELAYED,Shipper 59,Consignee 34
CGO-1766,493-71111089,FLT-1063,EY0739,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYA,AUH,SYD,Pharmaceuticals,963,2.72,22,Y,-20.0,8.0,N,,STANDARD,DELAYED,Shipper 51,Consignee 52
CGO-1767,536-74077424,FLT-1063,EY0739,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYA,AUH,SYD,Live Animals,91,2.95,8,N,,,N,,STANDARD,DELAYED,Shipper 50,Consignee 13
CGO-1768,699-88775988,FLT-1063,EY0739,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYA,AUH,SYD,Dangerous Goods,683,3.77,30,N,,,Y,9.0,ECONOMY,DELAYED,Shipper 98,Consignee 53
CGO-1769,490-63571477,FLT-1063,EY0739,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYA,AUH,SYD,Perishable,1091,8.09,44,Y,2.0,8.0,N,,STANDARD,DELAYED,Shipper 42,Consignee 94
CGO-1770,282-82502844,FLT-1063,EY0739,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYA,AUH,SYD,Dangerous Goods,1787,5.41,8,N,,,Y,8.0,ECONOMY,DELAYED,Shipper 59,Consignee 12
CGO-1771,979-11183637,FLT-1063,EY0739,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYA,AUH,SYD,Valuables,319,5.93,2,N,,,N,,EXPRESS,DELAYED,Shipper 7,Consignee 35
CGO-1772,606-34001099,FLT-1063,EY0739,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYA,AUH,SYD,Perishable,1363,3.11,17,Y,2.0,8.0,N,,ECONOMY,DELAYED,Shipper 49,Consignee 46
CGO-1773,755-37093186,FLT-1063,EY0739,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYA,AUH,SYD,Pharmaceuticals,388,4.36,37,Y,-20.0,8.0,N,,EXPRESS,DELAYED,Shipper 92,Consignee 7
CGO-1774,239-97407234,FLT-1063,EY0739,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYA,AUH,SYD,Pharmaceuticals,298,4.05,9,Y,-20.0,8.0,N,,STANDARD,DELAYED,Shipper 61,Consignee 44
CGO-1775,871-60346485,FLT-1063,EY0739,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYA,AUH,SYD,Dangerous Goods,1853,8.31,43,N,,,Y,4.1,EXPRESS,DELAYED,Shipper 15,Consignee 48
CGO-1776,377-89507373,FLT-1063,EY0739,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYA,AUH,SYD,Pharmaceuticals,1311,6.91,28,Y,-20.0,8.0,N,,EXPRESS,DELAYED,Shipper 26,Consignee 8
CGO-1777,728-58690905,FLT-1063,EY0739,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYA,AUH,SYD,Dangerous Goods,1555,7.9,22,N,,,Y,8.0,STANDARD,DELAYED,Shipper 56,Consignee 40
CGO-1778,116-26627825,FLT-1063,EY0739,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYA,AUH,SYD,Dangerous Goods,650,6.69,30,N,,,Y,9.0,EXPRESS,DELAYED,Shipper 91,Consignee 43
CGO-1779,487-94993968,FLT-1063,EY0739,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYA,AUH,SYD,Live Animals,1265,5.91,30,N,,,N,,STANDARD,DELAYED,Shipper 71,Consignee 64
CGO-1780,147-17510561,FLT-1063,EY0739,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYA,AUH,SYD,Pharmaceuticals,415,3.35,15,Y,-20.0,8.0,N,,STANDARD,DELAYED,Shipper 30,Consignee 34
CGO-1781,621-68119187,FLT-1063,EY0739,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYA,AUH,SYD,Live Animals,1908,3.84,27,N,,,N,,STANDARD,DELAYED,Shipper 55,Consignee 34
CGO-1782,921-50434205,FLT-1064,EY432,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYF,LHR,AUH,Live Animals,573,2.83,47,N,,,N,,STANDARD,DELAYED,Shipper 54,Consignee 50
CGO-1783,587-81331229,FLT-1064,EY432,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYF,LHR,AUH,General,1918,4.19,47,N,,,N,,EXPRESS,DELAYED,Shipper 9,Consignee 79
CGO-1784,725-61856456,FLT-1064,EY432,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYF,LHR,AUH,Perishable,1107,6.53,10,Y,2.0,8.0,N,,ECONOMY,DELAYED,Shipper 44,Consignee 9
CGO-1785,548-80881879,FLT-1064,EY432,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYF,LHR,AUH,General,1905,7.88,7,N,,,N,,ECONOMY,DELAYED,Shipper 96,Consignee 34
CGO-1786,101-25472018,FLT-1064,EY432,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYF,LHR,AUH,Dangerous Goods,239,5.62,9,N,,,Y,9.0,STANDARD,DELAYED,Shipper 4,Consignee 71
CGO-1787,814-95727382,FLT-1064,EY432,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYF,LHR,AUH,Valuables,1312,0.88,23,N,,,N,,EXPRESS,DELAYED,Shipper 58,Consignee 74
CGO-1788,770-58252088,FLT-1064,EY432,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYF,LHR,AUH,Perishable,705,3.07,26,Y,2.0,8.0,N,,ECONOMY,DELAYED,Shipper 40,Consignee 88
CGO-1789,560-60539639,FLT-1064,EY432,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYF,LHR,AUH,Live Animals,813,7.23,29,N,,,N,,STANDARD,DELAYED,Shipper 43,Consignee 59
CGO-1790,501-29007599,FLT-1064,EY432,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYF,LHR,AUH,Perishable,1733,7.08,50,Y,2.0,8.0,N,,EXPRESS,DELAYED,Shipper 19,Consignee 29
CGO-1791,807-44213449,FLT-1064,EY432,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYF,LHR,AUH,General,201,7.83,23,N,,,N,,EXPRESS,DELAYED,Shipper 95,Consignee 86
CGO-1792,211-48143513,FLT-1064,EY432,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYF,LHR,AUH,Perishable,1781,9.49,4,Y,2.0,8.0,N,,EXPRESS,DELAYED,Shipper 100,Consignee 9
CGO-1793,515-44759907,FLT-1064,EY432,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYF,LHR,AUH,Live Animals,529,6.78,8,N,,,N,,STANDARD,DELAYED,Shipper 57,Consignee 15
CGO-1794,404-84061656,FLT-1064,EY432,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYF,LHR,AUH,Valuables,521,7.24,21,N,,,N,,STANDARD,DELAYED,Shipper 46,Consignee 91
CGO-1795,751-64462090,FLT-1064,EY432,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYF,LHR,AUH,Valuables,950,9.74,33,N,,,N,,STANDARD,DELAYED,Shipper 1,Consignee 41
CGO-1796,785-17993421,FLT-1064,EY432,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYF,LHR,AUH,Perishable,1038,3.93,38,Y,2.0,8.0,N,,STANDARD,DELAYED,Shipper 12,Consignee 31
CGO-1797,777-36124452,FLT-1064,EY432,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYF,LHR,AUH,Live Animals,642,2.97,32,N,,,N,,ECONOMY,DELAYED,Shipper 69,Consignee 26
CGO-1798,964-27723696,FLT-1065,EY1202,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYH,AUH,DEL,Perishable,627,0.71,16,Y,2.0,8.0,N,,STANDARD,DELAYED,Shipper 58,Consignee 76
CGO-1799,594-27835369,FLT-1065,EY1202,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYH,AUH,DEL,Perishable,651,0.52,48,Y,2.0,8.0,N,,ECONOMY,DELAYED,Shipper 92,Consignee 28
CGO-1800,883-54360974,FLT-1065,EY1202,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYH,AUH,DEL,Valuables,694,0.74,40,N,,,N,,ECONOMY,DELAYED,Shipper 41,Consignee 82
