booking_id,pnr,passenger_id,flight_id,flight_number,scenario_id,scenario_name,aircraft_registration,booking_date,booking_status,cabin_class,fare_basis,total_fare_usd,payment_status,is_disrupted,rebook_status,is_cancelled
BKG-5954,LWI311,PAX-5954,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-10-25,CONFIRMED,Economy,JOWRT,1867,PAID,Y,WAITLIST,N
BKG-5955,XSK353,PAX-5955,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-12-20,CONFIRMED,Business,BOWRT,1258,PAID,Y,,N
BKG-5956,LCT971,PAX-5956,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2026-01-14,CONFIRMED,Economy,FOWRT,2838,PAID,Y,,N
BKG-5957,MNU744,PAX-5957,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-11-06,MODIFIED,First,JOWRT,4227,PAID,Y,PENDING,N
BKG-5958,CTY801,PAX-5958,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-11-21,CONFIRMED,Business,JOWRT,5060,PAID,Y,,N
BKG-5959,DJE558,PAX-5959,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-12-10,CONFIRMED,Business,JOWRT,5692,PAID,Y,CONFIRMED,N
BKG-5960,YYJ482,PAX-5960,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-12-01,CONFIRMED,Business,JOWRT,7589,PAID,Y,CONFIRMED,N
BKG-5961,QLH219,PAX-5961,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-11-15,CONFIRMED,Economy,YOWUS,1932,PAID,Y,CONFIRMED,N
BKG-5962,ITW816,PAX-5962,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-12-09,CONFIRMED,Business,BOWRT,6653,PAID,Y,CONFIRMED,N
BKG-5963,KSB847,PAX-5963,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-11-11,CONFIRMED,Business,JOWRT,4715,PAID,Y,,N
BKG-5964,QJS388,PAX-5964,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-12-06,CONFIRMED,Business,BOWRT,1964,PAID,Y,WAITLIST,N
BKG-5965,HRL257,PAX-5965,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-12-22,MODIFIED,Economy,YOWUS,7652,PAID,Y,PENDING,N
BKG-5966,CKV237,PAX-5966,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-12-27,CONFIRMED,First,JOWRT,629,PAID,Y,CONFIRMED,N
BKG-5967,UFH464,PAX-5967,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-11-16,MODIFIED,Economy,JOWRT,2050,PAID,Y,PENDING,N
BKG-5968,YXD317,PAX-5968,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-12-08,CONFIRMED,Economy,BOWRT,2895,PAID,Y,,N
BKG-5969,QWR299,PAX-5969,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2026-01-13,CONFIRMED,First,JOWRT,5653,PAID,Y,CONFIRMED,N
BKG-5970,QJM642,PAX-5970,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-12-18,CONFIRMED,Economy,YOWUS,5684,PAID,Y,CONFIRMED,N
BKG-5971,FVF675,PAX-5971,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-12-23,CONFIRMED,First,JOWRT,4519,PAID,Y,WAITLIST,N
BKG-5972,KOK153,PAX-5972,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-12-24,CONFIRMED,Economy,BOWRT,3378,PAID,Y,,N
BKG-5973,RJW859,PAX-5973,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2026-01-07,CONFIRMED,First,JOWRT,741,PAID,Y,WAITLIST,N
BKG-5974,GJS481,PAX-5974,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-12-18,CONFIRMED,Economy,YOWUS,7324,PAID,Y,WAITLIST,N
BKG-5975,EJR816,PAX-5975,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-11-10,CONFIRMED,First,BOWRT,6121,PAID,Y,CONFIRMED,N
BKG-5976,CYG794,PAX-5976,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-11-01,CONFIRMED,First,YOWUS,2048,PAID,Y,WAITLIST,N
BKG-5977,THA445,PAX-5977,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-10-26,CONFIRMED,Business,BOWRT,6436,PAID,Y,CONFIRMED,N
BKG-5978,WZZ260,PAX-5978,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-12-08,CONFIRMED,Economy,BOWRT,4982,PAID,Y,,N
BKG-5979,CGF791,PAX-5979,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-10-25,CONFIRMED,First,JOWRT,768,PAID,Y,CONFIRMED,N
BKG-5980,PGY566,PAX-5980,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-12-02,CONFIRMED,Business,FOWRT,4384,PAID,Y,CONFIRMED,N
BKG-5981,JPA474,PAX-5981,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2026-01-03,CONFIRMED,Business,FOWRT,4466,PAID,Y,WAITLIST,N
BKG-5982,IUS185,PAX-5982,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-11-29,CONFIRMED,Economy,BOWRT,3889,PAID,Y,,N
BKG-5983,GWS505,PAX-5983,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-11-05,CONFIRMED,Business,BOWRT,2914,PAID,Y,,N
BKG-5984,DRS201,PAX-5984,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-11-12,MODIFIED,Business,YOWUS,3964,PAID,Y,PENDING,N
BKG-5985,ERZ238,PAX-5985,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2026-01-01,CONFIRMED,Business,YOWUS,6138,PAID,Y,WAITLIST,N
BKG-5986,BRG549,PAX-5986,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-11-27,CONFIRMED,Business,BOWRT,3814,PAID,Y,CONFIRMED,N
BKG-5987,PXE902,PAX-5987,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-12-29,CONFIRMED,Economy,JOWRT,6943,PAID,Y,CONFIRMED,N
BKG-5988,ROK546,PAX-5988,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-12-08,CONFIRMED,Economy,FOWRT,2990,PAID,Y,CONFIRMED,N
BKG-5989,LEJ502,PAX-5989,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2026-01-01,CONFIRMED,Business,FOWRT,7270,PAID,Y,WAITLIST,N
BKG-5990,KDJ479,PAX-5990,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-12-01,CONFIRMED,Business,JOWRT,5416,PAID,Y,CONFIRMED,N
BKG-5991,CXU963,PAX-5991,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-11-08,CONFIRMED,First,JOWRT,7611,PAID,Y,CONFIRMED,N
BKG-5992,BDO715,PAX-5992,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-12-24,MODIFIED,Business,JOWRT,931,PAID,Y,PENDING,N
BKG-5993,XFS581,PAX-5993,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-11-01,CONFIRMED,Business,BOWRT,4525,PAID,Y,,N
BKG-5994,DYA419,PAX-5994,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-11-05,CONFIRMED,Economy,YOWUS,2819,PAID,Y,WAITLIST,N
BKG-5995,KXH643,PAX-5995,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2026-01-04,MODIFIED,First,JOWRT,5324,PAID,Y,PENDING,N
BKG-5996,MVU580,PAX-5996,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-12-10,CONFIRMED,First,BOWRT,1280,PAID,Y,WAITLIST,N
BKG-5997,LJP658,PAX-5997,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-12-10,CONFIRMED,Business,FOWRT,4352,PAID,Y,WAITLIST,N
BKG-5998,XIO298,PAX-5998,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-12-03,MODIFIED,Economy,YOWUS,4761,PAID,Y,PENDING,N
BKG-5999,ECP925,PAX-5999,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-10-28,CONFIRMED,Business,FOWRT,624,PAID,Y,CONFIRMED,N
BKG-6000,PNJ267,PAX-6000,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYF,2025-10-30,CONFIRMED,First,JOWRT,6019,PAID,Y,,N
BKG-6001,DYE234,PAX-6001,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2026-01-13,CONFIRMED,Business,FOWRT,4394,PAID,Y,CONFIRMED,N
BKG-6002,CSC588,PAX-6002,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2026-01-02,CONFIRMED,First,BOWRT,7534,PAID,Y,,N
BKG-6003,UFP417,PAX-6003,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-12-28,CONFIRMED,Economy,FOWRT,7869,PAID,Y,WAITLIST,N
BKG-6004,VSV494,PAX-6004,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-12-22,CONFIRMED,First,BOWRT,1533,PAID,Y,,N
BKG-6005,JIM594,PAX-6005,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-12-01,MODIFIED,Economy,BOWRT,7848,PAID,Y,PENDING,N
BKG-6006,GLY495,PAX-6006,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-11-11,CONFIRMED,Business,JOWRT,5718,PAID,Y,CONFIRMED,N
BKG-6007,NLW268,PAX-6007,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-11-05,MODIFIED,First,JOWRT,4317,PAID,Y,PENDING,N
BKG-6008,OQE885,PAX-6008,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-12-30,CONFIRMED,First,JOWRT,493,PAID,Y,CONFIRMED,N
BKG-6009,AFR691,PAX-6009,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2026-01-07,CONFIRMED,Business,FOWRT,2927,PAID,Y,,N
BKG-6010,VUM451,PAX-6010,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-12-31,CONFIRMED,Economy,BOWRT,367,PAID,Y,,N
BKG-6011,NGB844,PAX-6011,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-11-30,CONFIRMED,First,BOWRT,7992,PAID,Y,,N
BKG-6012,RFD234,PAX-6012,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-12-27,CONFIRMED,First,JOWRT,1575,PAID,Y,WAITLIST,N
BKG-6013,AGV718,PAX-6013,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-10-28,CONFIRMED,First,YOWUS,2269,PAID,Y,CONFIRMED,N
BKG-6014,ZZI654,PAX-6014,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2026-01-08,CONFIRMED,First,BOWRT,2818,PAID,Y,,N
BKG-6015,ULQ162,PAX-6015,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-11-04,CONFIRMED,First,JOWRT,527,PAID,Y,CONFIRMED,N
BKG-6016,YEA598,PAX-6016,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-11-08,CONFIRMED,First,FOWRT,1521,PAID,Y,WAITLIST,N
BKG-6017,FBG820,PAX-6017,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-11-29,CONFIRMED,Business,FOWRT,3660,PAID,Y,,N
BKG-6018,BSK239,PAX-6018,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-12-07,CONFIRMED,First,YOWUS,1841,PAID,Y,WAITLIST,N
BKG-6019,UQU983,PAX-6019,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-12-20,CONFIRMED,Business,JOWRT,1748,PAID,Y,,N
BKG-6020,AYQ820,PAX-6020,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-11-30,CONFIRMED,Economy,FOWRT,3026,PAID,Y,WAITLIST,N
BKG-6021,GTJ553,PAX-6021,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-11-19,CONFIRMED,Business,JOWRT,556,PAID,Y,WAITLIST,N
BKG-6022,FSE854,PAX-6022,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-12-21,MODIFIED,Economy,JOWRT,5055,PAID,Y,PENDING,N
BKG-6023,KSR533,PAX-6023,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2026-01-16,CONFIRMED,Business,JOWRT,629,PAID,Y,CONFIRMED,N
BKG-6024,JCC237,PAX-6024,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-10-25,CONFIRMED,First,FOWRT,1075,PAID,Y,,N
BKG-6025,OAI409,PAX-6025,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-11-10,CONFIRMED,First,FOWRT,4081,PAID,Y,CONFIRMED,N
BKG-6026,ALV905,PAX-6026,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2026-01-01,CONFIRMED,Business,JOWRT,2266,PAID,Y,CONFIRMED,N
BKG-6027,YUE836,PAX-6027,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-11-24,CONFIRMED,First,FOWRT,6120,PAID,Y,,N
BKG-6028,BRT231,PAX-6028,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-12-09,CONFIRMED,Business,JOWRT,3345,PAID,Y,CONFIRMED,N
BKG-6029,VCA507,PAX-6029,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-11-06,CONFIRMED,Business,FOWRT,729,PAID,Y,WAITLIST,N
BKG-6030,GBW537,PAX-6030,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-12-06,CONFIRMED,Economy,FOWRT,7621,PAID,Y,WAITLIST,N
BKG-6031,EEG255,PAX-6031,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-10-25,MODIFIED,Economy,BOWRT,7624,PAID,Y,PENDING,N
BKG-6032,AUF172,PAX-6032,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-11-18,CONFIRMED,Business,YOWUS,5940,PAID,Y,,N
BKG-6033,PJT617,PAX-6033,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-12-06,CONFIRMED,Business,JOWRT,2302,PAID,Y,WAITLIST,N
BKG-6034,TTA958,PAX-6034,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2026-01-11,CONFIRMED,Economy,FOWRT,5552,PAID,Y,WAITLIST,N
BKG-6035,WZH859,PAX-6035,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-10-29,CONFIRMED,Business,JOWRT,5673,PAID,Y,CONFIRMED,N
BKG-6036,HZT123,PAX-6036,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-10-31,CONFIRMED,First,FOWRT,7930,PAID,Y,,N
BKG-6037,ZSK549,PAX-6037,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-12-14,MODIFIED,Economy,YOWUS,7308,PAID,Y,PENDING,N
BKG-6038,INZ688,PAX-6038,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2026-01-16,CONFIRMED,Economy,YOWUS,6218,PAID,Y,WAITLIST,N
BKG-6039,LZR756,PAX-6039,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-12-08,CONFIRMED,Business,JOWRT,558,PAID,Y,WAITLIST,N
BKG-6040,RZW180,PAX-6040,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2026-01-11,MODIFIED,Economy,YOWUS,2529,PAID,Y,PENDING,N
BKG-6041,RAE608,PAX-6041,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-11-01,CONFIRMED,First,YOWUS,6819,PAID,Y,CONFIRMED,N
BKG-6042,DHF387,PAX-6042,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-11-20,CONFIRMED,Business,YOWUS,1721,PAID,Y,CONFIRMED,N
BKG-6043,XYE260,PAX-6043,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2026-01-12,CONFIRMED,Economy,YOWUS,4618,PAID,Y,,N
BKG-6044,EUC464,PAX-6044,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-12-14,CONFIRMED,Business,BOWRT,1785,PAID,Y,WAITLIST,N
BKG-6045,ORH345,PAX-6045,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-12-13,CONFIRMED,First,FOWRT,1699,PAID,Y,,N
BKG-6046,EGY605,PAX-6046,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2026-01-05,MODIFIED,Business,JOWRT,7358,PAID,Y,PENDING,N
BKG-6047,MRP108,PAX-6047,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-11-26,CONFIRMED,First,YOWUS,7847,PAID,Y,WAITLIST,N
BKG-6048,MDS337,PAX-6048,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-11-07,MODIFIED,Economy,YOWUS,1338,PAID,Y,PENDING,N
BKG-6049,JYS328,PAX-6049,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-10-29,CONFIRMED,First,FOWRT,1783,PAID,Y,CONFIRMED,N
BKG-6050,RVS375,PAX-6050,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-12-05,MODIFIED,Business,FOWRT,3796,PAID,Y,PENDING,N
BKG-6051,EBS258,PAX-6051,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-11-22,CONFIRMED,First,BOWRT,2541,PAID,Y,WAITLIST,N
BKG-6052,CBI534,PAX-6052,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-11-08,CONFIRMED,Economy,BOWRT,7051,PAID,Y,,N
BKG-6053,NJO916,PAX-6053,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-12-26,CONFIRMED,Business,BOWRT,4130,PAID,Y,WAITLIST,N
BKG-6054,BXL713,PAX-6054,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-11-11,MODIFIED,First,FOWRT,7685,PAID,Y,PENDING,N
BKG-6055,BZE221,PAX-6055,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2026-01-08,MODIFIED,Economy,BOWRT,4863,PAID,Y,PENDING,N
BKG-6056,MVH909,PAX-6056,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-12-24,CONFIRMED,First,YOWUS,4789,PAID,Y,,N
BKG-6057,PRL809,PAX-6057,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-12-05,MODIFIED,Economy,YOWUS,6821,PAID,Y,PENDING,N
BKG-6058,FQP275,PAX-6058,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-11-05,CONFIRMED,Economy,JOWRT,6227,PAID,Y,CONFIRMED,N
BKG-6059,EZF891,PAX-6059,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2026-01-08,MODIFIED,Business,FOWRT,5619,PAID,Y,PENDING,N
BKG-6060,APB584,PAX-6060,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2026-01-03,CONFIRMED,Economy,BOWRT,2395,PAID,Y,,N
BKG-6061,UHQ161,PAX-6061,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-12-19,CONFIRMED,Economy,FOWRT,4642,PAID,Y,,N
BKG-6062,YLZ653,PAX-6062,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-12-07,CONFIRMED,Business,BOWRT,1508,PAID,Y,,N
BKG-6063,PHO659,PAX-6063,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2026-01-01,CONFIRMED,Business,BOWRT,1534,PAID,Y,,N
BKG-6064,LMZ690,PAX-6064,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-11-09,CONFIRMED,First,FOWRT,1036,PAID,Y,,N
BKG-6065,PZD206,PAX-6065,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-11-07,MODIFIED,First,YOWUS,268,PAID,Y,PENDING,N
BKG-6066,JRM994,PAX-6066,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2026-01-14,CONFIRMED,Economy,FOWRT,6639,PAID,Y,WAITLIST,N
BKG-6067,NCH265,PAX-6067,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2026-01-13,CONFIRMED,Business,JOWRT,4316,PAID,Y,CONFIRMED,N
BKG-6068,HMQ311,PAX-6068,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-11-05,MODIFIED,Business,YOWUS,4191,PAID,Y,PENDING,N
BKG-6069,PAT561,PAX-6069,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-12-20,CONFIRMED,Economy,YOWUS,5892,PAID,Y,WAITLIST,N
BKG-6070,JLY377,PAX-6070,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-12-01,CONFIRMED,First,FOWRT,6899,PAID,Y,CONFIRMED,N
BKG-6071,KUB963,PAX-6071,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2026-01-12,CONFIRMED,Economy,YOWUS,326,PAID,Y,CONFIRMED,N
BKG-6072,LNU955,PAX-6072,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-12-01,CONFIRMED,First,YOWUS,7640,PAID,Y,CONFIRMED,N
BKG-6073,DFT738,PAX-6073,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-12-05,CONFIRMED,Economy,BOWRT,6371,PAID,Y,,N
BKG-6074,GQE544,PAX-6074,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-11-01,CONFIRMED,Business,YOWUS,4291,PAID,Y,,N
BKG-6075,UVO680,PAX-6075,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2026-01-01,CONFIRMED,Business,YOWUS,6174,PAID,Y,CONFIRMED,N
BKG-6076,DBM296,PAX-6076,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYH,2025-11-20,MODIFIED,First,FOWRT,3868,PAID,Y,PENDING,N
