option_id,original_flight_id,original_flight_number,scenario_id,scenario_name,oal_airline,oal_flight_number,oal_departure,oal_arrival,origin,destination,available_seats_f,available_seats_j,available_seats_y,interline_cost_usd,booking_class,connection_time_min,is_recommended
OAL-FLT-1089-2,FLT-1089,EY1202,9,Security Threat + Geopolitical Airspace Diversion,SQ,QR946,2026-01-28T15:54:00Z,2026-01-28T20:54:00Z,DEL,JFK,0,12,86,647,B,213,N
OAL-FLT-1089-3,FLT-1089,EY1202,9,Security Threat + Geopolitical Airspace Diversion,QR,SQ831,2026-01-28T23:54:00Z,2026-01-29T08:54:00Z,DEL,FCO,2,8,81,410,H,181,N
OAL-FLT-1089-4,FLT-1089,EY1202,9,Security Threat + Geopolitical Airspace Diversion,TK,SQ115,2026-01-28T17:54:00Z,2026-01-29T06:54:00Z,DEL,JED,3,9,66,1053,M,185,N
OAL-FLT-1090-1,FLT-1090,EY170,9,Security Threat + Geopolitical Airspace Diversion,LH,SQ219,2026-01-29T02:00:00Z,2026-01-29T09:00:00Z,DEL,SIN,4,11,66,1276,M,90,Y
OAL-FLT-1090-2,FLT-1090,EY170,9,Security Threat + Geopolitical Airspace Diversion,LH,TK201,2026-01-29T03:00:00Z,2026-01-29T17:00:00Z,DEL,DEL,1,11,23,931,B,216,N
OAL-FLT-1091-1,FLT-1091,EY432,9,Security Threat + Geopolitical Airspace Diversion,SQ,BA895,2026-01-28T20:26:00Z,2026-01-29T07:26:00Z,AUH,BKK,2,5,13,364,Y,102,Y
OAL-FLT-1091-2,FLT-1091,EY432,9,Security Threat + Geopolitical Airspace Diversion,SQ,AF589,2026-01-29T03:26:00Z,2026-01-29T17:26:00Z,AUH,CAI,2,10,10,1322,Q,91,N
OAL-FLT-1091-3,FLT-1091,EY432,9,Security Threat + Geopolitical Airspace Diversion,AF,SQ637,2026-01-29T06:26:00Z,2026-01-29T14:26:00Z,AUH,DOH,3,4,67,1775,B,187,N
OAL-FLT-1091-4,FLT-1091,EY432,9,Security Threat + Geopolitical Airspace Diversion,LH,LH439,2026-01-29T06:26:00Z,2026-01-29T11:26:00Z,AUH,JED,0,12,87,1404,Y,219,N
OAL-FLT-1091-5,FLT-1091,EY432,9,Security Threat + Geopolitical Airspace Diversion,SQ,SQ551,2026-01-28T20:26:00Z,2026-01-29T10:26:00Z,AUH,BKK,3,11,97,1225,M,126,N
OAL-FLT-1092-1,FLT-1092,EY6622,9,Security Threat + Geopolitical Airspace Diversion,BA,AF215,2026-01-28T23:41:00Z,2026-01-29T05:41:00Z,AUH,FCO,0,11,57,804,M,70,Y
OAL-FLT-1092-2,FLT-1092,EY6622,9,Security Threat + Geopolitical Airspace Diversion,AF,BA242,2026-01-29T05:41:00Z,2026-01-29T15:41:00Z,AUH,DOH,1,7,66,1225,B,123,N
OAL-FLT-1092-3,FLT-1092,EY6622,9,Security Threat + Geopolitical Airspace Diversion,EK,EK846,2026-01-29T04:41:00Z,2026-01-29T11:41:00Z,AUH,SYD,3,3,89,434,Y,178,N
OAL-FLT-1092-4,FLT-1092,EY6622,9,Security Threat + Geopolitical Airspace Diversion,SQ,LH583,2026-01-29T03:41:00Z,2026-01-29T13:41:00Z,AUH,JFK,3,3,74,1772,H,165,N
OAL-FLT-1093-1,FLT-1093,EY5265,9,Security Threat + Geopolitical Airspace Diversion,BA,QR904,2026-01-29T09:14:00Z,2026-01-29T14:14:00Z,AUH,JED,2,8,50,1658,H,178,Y
OAL-FLT-1093-2,FLT-1093,EY5265,9,Security Threat + Geopolitical Airspace Diversion,AF,LH315,2026-01-29T03:14:00Z,2026-01-29T06:14:00Z,AUH,DEL,0,3,92,952,M,133,N
OAL-FLT-1094-1,FLT-1094,EY3160,9,Security Threat + Geopolitical Airspace Diversion,QR,TK817,2026-01-28T14:23:00Z,2026-01-28T22:23:00Z,AUH,AUH,1,10,70,1612,Y,70,Y
OAL-FLT-1094-2,FLT-1094,EY3160,9,Security Threat + Geopolitical Airspace Diversion,LH,AF528,2026-01-28T12:23:00Z,2026-01-29T01:23:00Z,AUH,DEL,1,8,15,1557,M,163,N
OAL-FLT-1094-3,FLT-1094,EY3160,9,Security Threat + Geopolitical Airspace Diversion,SQ,QR512,2026-01-28T13:23:00Z,2026-01-28T23:23:00Z,AUH,CAI,1,8,66,822,B,66,N
OAL-FLT-1094-4,FLT-1094,EY3160,9,Security Threat + Geopolitical Airspace Diversion,BA,BA729,2026-01-28T18:23:00Z,2026-01-28T23:23:00Z,AUH,JED,1,6,96,1395,Y,131,N
OAL-FLT-1094-5,FLT-1094,EY3160,9,Security Threat + Geopolitical Airspace Diversion,SQ,LH542,2026-01-28T12:23:00Z,2026-01-28T23:23:00Z,AUH,JFK,2,11,20,283,Y,79,N
OAL-FLT-1095-1,FLT-1095,EY6005,9,Security Threat + Geopolitical Airspace Diversion,AF,AF789,2026-01-28T13:35:00Z,2026-01-28T23:35:00Z,AUH,CDG,2,12,23,929,Q,168,Y
OAL-FLT-1095-2,FLT-1095,EY6005,9,Security Threat + Geopolitical Airspace Diversion,QR,EK362,2026-01-28T18:35:00Z,2026-01-29T03:35:00Z,AUH,CAI,0,5,20,1006,B,207,N
OAL-FLT-1096-1,FLT-1096,EY117,9,Security Threat + Geopolitical Airspace Diversion,SQ,LH384,2026-01-28T19:16:00Z,2026-01-29T02:16:00Z,AUH,SYD,2,5,23,1436,B,196,Y
OAL-FLT-1096-2,FLT-1096,EY117,9,Security Threat + Geopolitical Airspace Diversion,AF,LH614,2026-01-28T19:16:00Z,2026-01-28T22:16:00Z,AUH,SYD,1,10,25,1324,Y,120,N
OAL-FLT-1096-3,FLT-1096,EY117,9,Security Threat + Geopolitical Airspace Diversion,LH,SQ768,2026-01-28T14:16:00Z,2026-01-28T22:16:00Z,AUH,DEL,4,10,77,1062,Y,133,N
OAL-FLT-1096-4,FLT-1096,EY117,9,Security Threat + Geopolitical Airspace Diversion,AF,TK926,2026-01-28T11:16:00Z,2026-01-28T16:16:00Z,AUH,AUH,2,4,63,961,Y,150,N
OAL-FLT-1097-1,FLT-1097,EY913,9,Security Threat + Geopolitical Airspace Diversion,TK,BA118,2026-01-28T20:13:00Z,2026-01-29T03:13:00Z,AUH,SIN,0,3,48,1076,H,129,Y
OAL-FLT-1097-2,FLT-1097,EY913,9,Security Threat + Geopolitical Airspace Diversion,TK,AF290,2026-01-28T23:13:00Z,2026-01-29T13:13:00Z,AUH,SYD,1,5,75,1367,Y,105,N
OAL-FLT-1097-3,FLT-1097,EY913,9,Security Threat + Geopolitical Airspace Diversion,BA,SQ101,2026-01-29T00:13:00Z,2026-01-29T07:13:00Z,AUH,AUH,1,8,93,766,M,223,N
OAL-FLT-1098-1,FLT-1098,EY433,9,Security Threat + Geopolitical Airspace Diversion,LH,QR802,2026-01-29T00:18:00Z,2026-01-29T14:18:00Z,LHR,LHR,4,7,35,1080,Y,240,Y
OAL-FLT-1098-2,FLT-1098,EY433,9,Security Threat + Geopolitical Airspace Diversion,TK,BA453,2026-01-29T02:18:00Z,2026-01-29T06:18:00Z,LHR,MCT,2,4,19,1932,Y,64,N
OAL-FLT-1098-3,FLT-1098,EY433,9,Security Threat + Geopolitical Airspace Diversion,LH,QR923,2026-01-29T00:18:00Z,2026-01-29T04:18:00Z,LHR,JED,0,3,70,424,B,77,N
OAL-FLT-1098-4,FLT-1098,EY433,9,Security Threat + Geopolitical Airspace Diversion,TK,AF159,2026-01-28T20:18:00Z,2026-01-29T10:18:00Z,LHR,DOH,1,3,54,929,Q,140,N
OAL-FLT-1099-1,FLT-1099,EY335,9,Security Threat + Geopolitical Airspace Diversion,BA,EK128,2026-01-29T04:34:00Z,2026-01-29T09:34:00Z,AUH,DOH,2,5,66,730,Q,191,Y
OAL-FLT-1099-2,FLT-1099,EY335,9,Security Threat + Geopolitical Airspace Diversion,LH,QR606,2026-01-28T17:34:00Z,2026-01-28T22:34:00Z,AUH,JED,0,12,63,567,H,122,N
OAL-FLT-1099-3,FLT-1099,EY335,9,Security Threat + Geopolitical Airspace Diversion,EK,TK467,2026-01-28T19:34:00Z,2026-01-29T02:34:00Z,AUH,MCT,0,11,11,217,M,160,N
OAL-FLT-1100-1,FLT-1100,EY1203,9,Security Threat + Geopolitical Airspace Diversion,BA,TK555,2026-01-29T06:44:00Z,2026-01-29T12:44:00Z,AUH,SYD,1,8,30,1993,Y,111,Y
OAL-FLT-1100-2,FLT-1100,EY1203,9,Security Threat + Geopolitical Airspace Diversion,SQ,LH381,2026-01-28T19:44:00Z,2026-01-29T06:44:00Z,AUH,SYD,2,5,39,297,Q,112,N
OAL-FLT-1100-3,FLT-1100,EY1203,9,Security Threat + Geopolitical Airspace Diversion,LH,AF949,2026-01-29T06:44:00Z,2026-01-29T13:44:00Z,AUH,CDG,4,10,45,1014,B,113,N
OAL-FLT-1100-4,FLT-1100,EY1203,9,Security Threat + Geopolitical Airspace Diversion,LH,AF219,2026-01-29T01:44:00Z,2026-01-29T11:44:00Z,AUH,CDG,4,1,70,1401,Q,187,N
OAL-FLT-1100-5,FLT-1100,EY1203,9,Security Threat + Geopolitical Airspace Diversion,EK,AF766,2026-01-29T05:44:00Z,2026-01-29T08:44:00Z,AUH,LHR,1,9,24,734,Q,184,N
OAL-FLT-1101-1,FLT-1101,EY171,9,Security Threat + Geopolitical Airspace Diversion,AF,EK886,2026-01-28T23:36:00Z,2026-01-29T03:36:00Z,AUH,JFK,4,9,49,872,B,167,Y
OAL-FLT-1101-2,FLT-1101,EY171,9,Security Threat + Geopolitical Airspace Diversion,BA,EK934,2026-01-28T23:36:00Z,2026-01-29T12:36:00Z,AUH,FCO,2,6,38,1676,M,220,N
OAL-FLT-1101-3,FLT-1101,EY171,9,Security Threat + Geopolitical Airspace Diversion,EK,QR194,2026-01-29T05:36:00Z,2026-01-29T19:36:00Z,AUH,AUH,2,10,98,539,B,185,N
OAL-FLT-1101-4,FLT-1101,EY171,9,Security Threat + Geopolitical Airspace Diversion,EK,LH528,2026-01-29T08:36:00Z,2026-01-29T21:36:00Z,AUH,CDG,2,10,55,1763,B,125,N
OAL-FLT-1102-1,FLT-1102,EY8087,9,Security Threat + Geopolitical Airspace Diversion,SQ,BA534,2026-01-29T03:03:00Z,2026-01-29T10:03:00Z,AUH,JFK,0,11,45,562,H,112,Y
OAL-FLT-1102-2,FLT-1102,EY8087,9,Security Threat + Geopolitical Airspace Diversion,AF,EK994,2026-01-29T08:03:00Z,2026-01-29T16:03:00Z,AUH,FRA,0,1,77,1507,H,151,N
OAL-FLT-1102-3,FLT-1102,EY8087,9,Security Threat + Geopolitical Airspace Diversion,LH,SQ625,2026-01-29T06:03:00Z,2026-01-29T19:03:00Z,AUH,JED,4,11,62,821,B,112,N
OAL-FLT-1102-4,FLT-1102,EY8087,9,Security Threat + Geopolitical Airspace Diversion,TK,BA291,2026-01-29T03:03:00Z,2026-01-29T09:03:00Z,AUH,JFK,3,10,46,707,Y,87,N
OAL-FLT-1102-5,FLT-1102,EY8087,9,Security Threat + Geopolitical Airspace Diversion,TK,LH672,2026-01-29T02:03:00Z,2026-01-29T11:03:00Z,AUH,MCT,3,4,18,1731,M,84,N
OAL-FLT-1103-1,FLT-1103,EY8185,9,Security Threat + Geopolitical Airspace Diversion,TK,TK646,2026-01-28T09:25:00Z,2026-01-28T23:25:00Z,AUH,LHR,2,8,77,1782,H,163,Y
OAL-FLT-1103-2,FLT-1103,EY8185,9,Security Threat + Geopolitical Airspace Diversion,SQ,LH327,2026-01-28T09:25:00Z,2026-01-28T23:25:00Z,AUH,FCO,2,12,47,1751,Q,119,N
OAL-FLT-1104-1,FLT-1104,EY118,9,Security Threat + Geopolitical Airspace Diversion,LH,QR583,2026-01-28T15:07:00Z,2026-01-28T18:07:00Z,BKK,AUH,2,8,55,1763,B,182,Y
OAL-FLT-1104-2,FLT-1104,EY118,9,Security Threat + Geopolitical Airspace Diversion,LH,SQ194,2026-01-28T16:07:00Z,2026-01-28T20:07:00Z,BKK,FRA,1,9,94,470,Q,80,N
OAL-FLT-1104-3,FLT-1104,EY118,9,Security Threat + Geopolitical Airspace Diversion,LH,LH164,2026-01-28T20:07:00Z,2026-01-29T06:07:00Z,BKK,FRA,1,5,96,1067,M,139,N
OAL-FLT-1104-4,FLT-1104,EY118,9,Security Threat + Geopolitical Airspace Diversion,LH,QR751,2026-01-28T18:07:00Z,2026-01-29T00:07:00Z,BKK,CDG,1,2,26,842,Q,108,N
OAL-FLT-1105-1,FLT-1105,EY8086,10,Medical Emergency + Tarmac Delay + Slot Unavailability,TK,TK234,2026-01-29T16:58:00Z,2026-01-30T05:58:00Z,FCO,SYD,3,0,20,954,B,212,Y
OAL-FLT-1105-2,FLT-1105,EY8086,10,Medical Emergency + Tarmac Delay + Slot Unavailability,TK,LH882,2026-01-29T10:58:00Z,2026-01-29T20:58:00Z,FCO,SYD,3,0,41,1112,Q,90,N
OAL-FLT-1106-1,FLT-1106,EY8087,10,Medical Emergency + Tarmac Delay + Slot Unavailability,LH,SQ888,2026-01-29T11:50:00Z,2026-01-29T18:50:00Z,AUH,SYD,0,10,53,204,B,161,Y
OAL-FLT-1106-2,FLT-1106,EY8087,10,Medical Emergency + Tarmac Delay + Slot Unavailability,SQ,SQ278,2026-01-29T11:50:00Z,2026-01-29T21:50:00Z,AUH,SIN,4,6,10,1770,H,80,N
OAL-FLT-1106-3,FLT-1106,EY8087,10,Medical Emergency + Tarmac Delay + Slot Unavailability,AF,BA317,2026-01-29T13:50:00Z,2026-01-29T20:50:00Z,AUH,CAI,4,11,41,209,Y,213,N
OAL-FLT-1106-4,FLT-1106,EY8087,10,Medical Emergency + Tarmac Delay + Slot Unavailability,SQ,TK848,2026-01-29T09:50:00Z,2026-01-29T18:50:00Z,AUH,SIN,1,1,83,556,B,79,N
OAL-FLT-1106-5,FLT-1106,EY8087,10,Medical Emergency + Tarmac Delay + Slot Unavailability,BA,AF482,2026-01-29T09:50:00Z,2026-01-29T18:50:00Z,AUH,LHR,2,11,72,941,H,70,N
OAL-FLT-1108-1,FLT-1108,EY401,11,EY401 Typhoon -> EY406 LIAC,EK,SQ620,2026-01-31T10:38:00Z,2026-01-31T17:38:00Z,AUH,JED,0,1,96,1764,H,103,Y
OAL-FLT-1108-2,FLT-1108,EY401,11,EY401 Typhoon -> EY406 LIAC,AF,QR386,2026-01-31T14:38:00Z,2026-01-31T21:38:00Z,AUH,SYD,0,9,65,1784,B,159,N
OAL-FLT-1108-3,FLT-1108,EY401,11,EY401 Typhoon -> EY406 LIAC,EK,BA135,2026-01-31T12:38:00Z,2026-02-01T01:38:00Z,AUH,LHR,2,5,76,1123,M,74,N
OAL-FLT-1108-4,FLT-1108,EY401,11,EY401 Typhoon -> EY406 LIAC,EK,EK503,2026-01-31T18:38:00Z,2026-02-01T05:38:00Z,AUH,LHR,3,7,29,930,H,76,N
OAL-FLT-1109-1,FLT-1109,EY406,11,EY401 Typhoon -> EY406 LIAC,AF,LH454,2026-01-31T20:02:00Z,2026-02-01T04:02:00Z,BKK,SIN,3,2,10,1253,H,69,Y
OAL-FLT-1109-2,FLT-1109,EY406,11,EY401 Typhoon -> EY406 LIAC,EK,LH925,2026-01-31T18:02:00Z,2026-02-01T01:02:00Z,BKK,DEL,1,6,31,1638,M,110,N
