mct_id,scenario_id,scenario_name,airport_code,airport_name,connection_type,standard_mct_min,premium_mct_min,wheelchair_mct_min,is_same_terminal
MCT-7-JED-DOM-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,JED,King Abdulaziz,DOM-DOM,65,32,115,N
MCT-7-JED-DOM-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,JED,King Abdulaziz,DOM-INT,70,84,140,N
MCT-7-JED-INT-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,JED,King Abdulaziz,INT-DOM,47,58,134,N
MCT-7-JED-INT-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,JED,King Abdulaziz,INT-INT,87,33,98,Y
MCT-8-AUH-DOM-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,AUH,Abu Dhabi International,DOM-DOM,54,49,114,Y
MCT-8-AUH-DOM-INT,8,Runway Closure + Airspace Flow Rate Restrictions,AUH,Abu Dhabi International,DOM-INT,106,77,115,N
MCT-8-AUH-INT-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,AUH,Abu Dhabi International,INT-DOM,107,48,111,N
MCT-8-AUH-INT-INT,8,Runway Closure + Airspace Flow Rate Restrictions,AUH,Abu Dhabi International,INT-INT,70,72,68,Y
MCT-8-BKK-DOM-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,BKK,Suvarnabhumi,DOM-DOM,60,82,84,Y
MCT-8-BKK-DOM-INT,8,Runway Closure + Airspace Flow Rate Restrictions,BKK,Suvarnabhumi,DOM-INT,110,57,122,N
MCT-8-BKK-INT-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,BKK,Suvarnabhumi,INT-DOM,112,40,89,N
MCT-8-BKK-INT-INT,8,Runway Closure + Airspace Flow Rate Restrictions,BKK,Suvarnabhumi,INT-INT,93,51,92,Y
MCT-8-LHR-DOM-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,LHR,Heathrow,DOM-DOM,67,56,60,N
MCT-8-LHR-DOM-INT,8,Runway Closure + Airspace Flow Rate Restrictions,LHR,Heathrow,DOM-INT,117,49,125,N
MCT-8-LHR-INT-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,LHR,Heathrow,INT-DOM,85,63,116,Y
MCT-8-LHR-INT-INT,8,Runway Closure + Airspace Flow Rate Restrictions,LHR,Heathrow,INT-INT,109,84,127,N
MCT-8-SIN-DOM-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,SIN,Changi,DOM-DOM,56,60,133,Y
MCT-8-SIN-DOM-INT,8,Runway Closure + Airspace Flow Rate Restrictions,SIN,Changi,DOM-INT,108,86,139,N
MCT-8-SIN-INT-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,SIN,Changi,INT-DOM,89,80,144,N
MCT-8-SIN-INT-INT,8,Runway Closure + Airspace Flow Rate Restrictions,SIN,Changi,INT-INT,120,36,84,Y
MCT-8-CDG-DOM-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,CDG,Charles de Gaulle,DOM-DOM,55,76,98,Y
MCT-8-CDG-DOM-INT,8,Runway Closure + Airspace Flow Rate Restrictions,CDG,Charles de Gaulle,DOM-INT,89,59,67,N
MCT-8-CDG-INT-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,CDG,Charles de Gaulle,INT-DOM,63,54,135,Y
MCT-8-CDG-INT-INT,8,Runway Closure + Airspace Flow Rate Restrictions,CDG,Charles de Gaulle,INT-INT,80,84,146,N
MCT-8-FRA-DOM-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,FRA,Frankfurt,DOM-DOM,115,30,100,N
MCT-8-FRA-DOM-INT,8,Runway Closure + Airspace Flow Rate Restrictions,FRA,Frankfurt,DOM-INT,59,41,82,Y
MCT-8-FRA-INT-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,FRA,Frankfurt,INT-DOM,96,30,145,Y
MCT-8-FRA-INT-INT,8,Runway Closure + Airspace Flow Rate Restrictions,FRA,Frankfurt,INT-INT,89,73,72,Y
MCT-8-JFK-DOM-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,JFK,John F Kennedy,DOM-DOM,88,55,126,Y
MCT-8-JFK-DOM-INT,8,Runway Closure + Airspace Flow Rate Restrictions,JFK,John F Kennedy,DOM-INT,65,44,88,N
MCT-8-JFK-INT-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,JFK,John F Kennedy,INT-DOM,47,36,90,N
MCT-8-JFK-INT-INT,8,Runway Closure + Airspace Flow Rate Restrictions,JFK,John F Kennedy,INT-INT,117,32,93,N
MCT-8-DEL-DOM-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,DEL,Indira Gandhi,DOM-DOM,72,37,105,N
MCT-8-DEL-DOM-INT,8,Runway Closure + Airspace Flow Rate Restrictions,DEL,Indira Gandhi,DOM-INT,93,85,117,Y
MCT-8-DEL-INT-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,DEL,Indira Gandhi,INT-DOM,55,56,80,N
MCT-8-DEL-INT-INT,8,Runway Closure + Airspace Flow Rate Restrictions,DEL,Indira Gandhi,INT-INT,88,72,61,N
MCT-8-SYD-DOM-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,SYD,Sydney Kingsford Smith,DOM-DOM,100,37,106,Y
MCT-8-SYD-DOM-INT,8,Runway Closure + Airspace Flow Rate Restrictions,SYD,Sydney Kingsford Smith,DOM-INT,78,89,73,N
MCT-8-SYD-INT-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,SYD,Sydney Kingsford Smith,INT-DOM,107,73,101,N
MCT-8-SYD-INT-INT,8,Runway Closure + Airspace Flow Rate Restrictions,SYD,Sydney Kingsford Smith,INT-INT,69,70,63,Y
MCT-8-CAI-DOM-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,CAI,Cairo International,DOM-DOM,106,47,91,Y
MCT-8-CAI-DOM-INT,8,Runway Closure + Airspace Flow Rate Restrictions,CAI,Cairo International,DOM-INT,116,38,76,N
MCT-8-CAI-INT-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,CAI,Cairo International,INT-DOM,71,65,111,N
MCT-8-CAI-INT-INT,8,Runway Closure + Airspace Flow Rate Restrictions,CAI,Cairo International,INT-INT,76,59,150,N
MCT-8-FCO-DOM-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,FCO,Fiumicino,DOM-DOM,85,38,149,Y
MCT-8-FCO-DOM-INT,8,Runway Closure + Airspace Flow Rate Restrictions,FCO,Fiumicino,DOM-INT,95,33,128,N
MCT-8-FCO-INT-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,FCO,Fiumicino,INT-DOM,54,37,116,N
MCT-8-FCO-INT-INT,8,Runway Closure + Airspace Flow Rate Restrictions,FCO,Fiumicino,INT-INT,96,46,130,Y
MCT-8-DOH-DOM-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,DOH,Hamad International,DOM-DOM,56,69,88,N
MCT-8-DOH-DOM-INT,8,Runway Closure + Airspace Flow Rate Restrictions,DOH,Hamad International,DOM-INT,57,34,76,N
MCT-8-DOH-INT-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,DOH,Hamad International,INT-DOM,70,54,131,N
MCT-8-DOH-INT-INT,8,Runway Closure + Airspace Flow Rate Restrictions,DOH,Hamad International,INT-INT,110,88,109,Y
MCT-8-MCT-DOM-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,MCT,Muscat International,DOM-DOM,50,78,88,Y
MCT-8-MCT-DOM-INT,8,Runway Closure + Airspace Flow Rate Restrictions,MCT,Muscat International,DOM-INT,63,89,67,Y
MCT-8-MCT-INT-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,MCT,Muscat International,INT-DOM,55,75,147,Y
MCT-8-MCT-INT-INT,8,Runway Closure + Airspace Flow Rate Restrictions,MCT,Muscat International,INT-INT,77,72,75,N
MCT-8-JED-DOM-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,JED,King Abdulaziz,DOM-DOM,108,49,84,Y
MCT-8-JED-DOM-INT,8,Runway Closure + Airspace Flow Rate Restrictions,JED,King Abdulaziz,DOM-INT,102,74,75,Y
MCT-8-JED-INT-DOM,8,Runway Closure + Airspace Flow Rate Restrictions,JED,King Abdulaziz,INT-DOM,68,40,120,Y
MCT-8-JED-INT-INT,8,Runway Closure + Airspace Flow Rate Restrictions,JED,King Abdulaziz,INT-INT,65,53,98,N
MCT-9-AUH-DOM-DOM,9,Security Threat + Geopolitical Airspace Diversion,AUH,Abu Dhabi International,DOM-DOM,52,44,63,N
MCT-9-AUH-DOM-INT,9,Security Threat + Geopolitical Airspace Diversion,AUH,Abu Dhabi International,DOM-INT,112,52,138,N
MCT-9-AUH-INT-DOM,9,Security Threat + Geopolitical Airspace Diversion,AUH,Abu Dhabi International,INT-DOM,61,77,133,N
MCT-9-AUH-INT-INT,9,Security Threat + Geopolitical Airspace Diversion,AUH,Abu Dhabi International,INT-INT,107,71,119,N
MCT-9-BKK-DOM-DOM,9,Security Threat + Geopolitical Airspace Diversion,BKK,Suvarnabhumi,DOM-DOM,106,51,132,Y
MCT-9-BKK-DOM-INT,9,Security Threat + Geopolitical Airspace Diversion,BKK,Suvarnabhumi,DOM-INT,67,83,64,N
MCT-9-BKK-INT-DOM,9,Security Threat + Geopolitical Airspace Diversion,BKK,Suvarnabhumi,INT-DOM,79,58,75,Y
MCT-9-BKK-INT-INT,9,Security Threat + Geopolitical Airspace Diversion,BKK,Suvarnabhumi,INT-INT,70,65,125,Y
MCT-9-LHR-DOM-DOM,9,Security Threat + Geopolitical Airspace Diversion,LHR,Heathrow,DOM-DOM,67,89,64,Y
MCT-9-LHR-DOM-INT,9,Security Threat + Geopolitical Airspace Diversion,LHR,Heathrow,DOM-INT,66,46,110,N
MCT-9-LHR-INT-DOM,9,Security Threat + Geopolitical Airspace Diversion,LHR,Heathrow,INT-DOM,55,76,136,N
MCT-9-LHR-INT-INT,9,Security Threat + Geopolitical Airspace Diversion,LHR,Heathrow,INT-INT,48,37,119,Y
MCT-9-SIN-DOM-DOM,9,Security Threat + Geopolitical Airspace Diversion,SIN,Changi,DOM-DOM,90,73,92,Y
MCT-9-SIN-DOM-INT,9,Security Threat + Geopolitical Airspace Diversion,SIN,Changi,DOM-INT,66,35,74,N
MCT-9-SIN-INT-DOM,9,Security Threat + Geopolitical Airspace Diversion,SIN,Changi,INT-DOM,98,79,123,N
MCT-9-SIN-INT-INT,9,Security Threat + Geopolitical Airspace Diversion,SIN,Changi,INT-INT,89,65,130,Y
MCT-9-CDG-DOM-DOM,9,Security Threat + Geopolitical Airspace Diversion,CDG,Charles de Gaulle,DOM-DOM,102,38,117,Y
MCT-9-CDG-DOM-INT,9,Security Threat + Geopolitical Airspace Diversion,CDG,Charles de Gaulle,DOM-INT,95,41,148,N
MCT-9-CDG-INT-DOM,9,Security Threat + Geopolitical Airspace Diversion,CDG,Charles de Gaulle,INT-DOM,58,78,62,N
MCT-9-CDG-INT-INT,9,Security Threat + Geopolitical Airspace Diversion,CDG,Charles de Gaulle,INT-INT,67,61,93,Y
MCT-9-FRA-DOM-DOM,9,Security Threat + Geopolitical Airspace Diversion,FRA,Frankfurt,DOM-DOM,108,88,70,Y
MCT-9-FRA-DOM-INT,9,Security Threat + Geopolitical Airspace Diversion,FRA,Frankfurt,DOM-INT,56,46,117,N
MCT-9-FRA-INT-DOM,9,Security Threat + Geopolitical Airspace Diversion,FRA,Frankfurt,INT-DOM,81,55,140,N
MCT-9-FRA-INT-INT,9,Security Threat + Geopolitical Airspace Diversion,FRA,Frankfurt,INT-INT,116,31,133,Y
MCT-9-JFK-DOM-DOM,9,Security Threat + Geopolitical Airspace Diversion,JFK,John F Kennedy,DOM-DOM,99,66,118,N
MCT-9-JFK-DOM-INT,9,Security Threat + Geopolitical Airspace Diversion,JFK,John F Kennedy,DOM-INT,54,35,135,Y
MCT-9-JFK-INT-DOM,9,Security Threat + Geopolitical Airspace Diversion,JFK,John F Kennedy,INT-DOM,49,61,61,Y
MCT-9-JFK-INT-INT,9,Security Threat + Geopolitical Airspace Diversion,JFK,John F Kennedy,INT-INT,46,80,142,N
MCT-9-DEL-DOM-DOM,9,Security Threat + Geopolitical Airspace Diversion,DEL,Indira Gandhi,DOM-DOM,110,54,86,N
MCT-9-DEL-DOM-INT,9,Security Threat + Geopolitical Airspace Diversion,DEL,Indira Gandhi,DOM-INT,115,87,65,N
MCT-9-DEL-INT-DOM,9,Security Threat + Geopolitical Airspace Diversion,DEL,Indira Gandhi,INT-DOM,73,46,138,N
MCT-9-DEL-INT-INT,9,Security Threat + Geopolitical Airspace Diversion,DEL,Indira Gandhi,INT-INT,117,79,98,N
MCT-9-SYD-DOM-DOM,9,Security Threat + Geopolitical Airspace Diversion,SYD,Sydney Kingsford Smith,DOM-DOM,83,65,63,N
MCT-9-SYD-DOM-INT,9,Security Threat + Geopolitical Airspace Diversion,SYD,Sydney Kingsford Smith,DOM-INT,98,68,87,Y
MCT-9-SYD-INT-DOM,9,Security Threat + Geopolitical Airspace Diversion,SYD,Sydney Kingsford Smith,INT-DOM,92,60,102,N
MCT-9-SYD-INT-INT,9,Security Threat + Geopolitical Airspace Diversion,SYD,Sydney Kingsford Smith,INT-INT,81,54,80,N
MCT-9-CAI-DOM-DOM,9,Security Threat + Geopolitical Airspace Diversion,CAI,Cairo International,DOM-DOM,105,64,92,Y
MCT-9-CAI-DOM-INT,9,Security Threat + Geopolitical Airspace Diversion,CAI,Cairo International,DOM-INT,117,46,129,N
MCT-9-CAI-INT-DOM,9,Security Threat + Geopolitical Airspace Diversion,CAI,Cairo International,INT-DOM,64,86,102,Y
MCT-9-CAI-INT-INT,9,Security Threat + Geopolitical Airspace Diversion,CAI,Cairo International,INT-INT,59,87,66,N
MCT-9-FCO-DOM-DOM,9,Security Threat + Geopolitical Airspace Diversion,FCO,Fiumicino,DOM-DOM,79,79,106,N
MCT-9-FCO-DOM-INT,9,Security Threat + Geopolitical Airspace Diversion,FCO,Fiumicino,DOM-INT,113,50,116,Y
MCT-9-FCO-INT-DOM,9,Security Threat + Geopolitical Airspace Diversion,FCO,Fiumicino,INT-DOM,62,44,133,Y
MCT-9-FCO-INT-INT,9,Security Threat + Geopolitical Airspace Diversion,FCO,Fiumicino,INT-INT,77,76,76,N
MCT-9-DOH-DOM-DOM,9,Security Threat + Geopolitical Airspace Diversion,DOH,Hamad International,DOM-DOM,50,50,74,Y
MCT-9-DOH-DOM-INT,9,Security Threat + Geopolitical Airspace Diversion,DOH,Hamad International,DOM-INT,56,76,123,Y
MCT-9-DOH-INT-DOM,9,Security Threat + Geopolitical Airspace Diversion,DOH,Hamad International,INT-DOM,117,36,122,Y
MCT-9-DOH-INT-INT,9,Security Threat + Geopolitical Airspace Diversion,DOH,Hamad International,INT-INT,86,72,128,Y
MCT-9-MCT-DOM-DOM,9,Security Threat + Geopolitical Airspace Diversion,MCT,Muscat International,DOM-DOM,65,38,116,N
MCT-9-MCT-DOM-INT,9,Security Threat + Geopolitical Airspace Diversion,MCT,Muscat International,DOM-INT,63,47,66,Y
MCT-9-MCT-INT-DOM,9,Security Threat + Geopolitical Airspace Diversion,MCT,Muscat International,INT-DOM,90,71,120,Y
MCT-9-MCT-INT-INT,9,Security Threat + Geopolitical Airspace Diversion,MCT,Muscat International,INT-INT,103,36,117,N
MCT-9-JED-DOM-DOM,9,Security Threat + Geopolitical Airspace Diversion,JED,King Abdulaziz,DOM-DOM,91,33,66,N
MCT-9-JED-DOM-INT,9,Security Threat + Geopolitical Airspace Diversion,JED,King Abdulaziz,DOM-INT,64,74,121,N
MCT-9-JED-INT-DOM,9,Security Threat + Geopolitical Airspace Diversion,JED,King Abdulaziz,INT-DOM,58,36,113,Y
MCT-9-JED-INT-INT,9,Security Threat + Geopolitical Airspace Diversion,JED,King Abdulaziz,INT-INT,104,78,128,N
MCT-10-AUH-DOM-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,AUH,Abu Dhabi International,DOM-DOM,115,58,116,Y
MCT-10-AUH-DOM-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,AUH,Abu Dhabi International,DOM-INT,51,39,119,Y
MCT-10-AUH-INT-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,AUH,Abu Dhabi International,INT-DOM,116,49,127,Y
MCT-10-AUH-INT-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,AUH,Abu Dhabi International,INT-INT,76,63,148,N
MCT-10-BKK-DOM-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,BKK,Suvarnabhumi,DOM-DOM,91,55,134,Y
MCT-10-BKK-DOM-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,BKK,Suvarnabhumi,DOM-INT,120,41,130,N
MCT-10-BKK-INT-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,BKK,Suvarnabhumi,INT-DOM,118,78,67,N
MCT-10-BKK-INT-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,BKK,Suvarnabhumi,INT-INT,98,75,106,Y
MCT-10-LHR-DOM-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,LHR,Heathrow,DOM-DOM,115,41,95,Y
MCT-10-LHR-DOM-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,LHR,Heathrow,DOM-INT,114,47,144,N
MCT-10-LHR-INT-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,LHR,Heathrow,INT-DOM,118,39,149,Y
MCT-10-LHR-INT-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,LHR,Heathrow,INT-INT,108,33,128,Y
MCT-10-SIN-DOM-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,SIN,Changi,DOM-DOM,50,62,75,N
MCT-10-SIN-DOM-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,SIN,Changi,DOM-INT,92,52,122,Y
MCT-10-SIN-INT-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,SIN,Changi,INT-DOM,85,67,90,N
MCT-10-SIN-INT-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,SIN,Changi,INT-INT,95,38,111,Y
MCT-10-CDG-DOM-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,CDG,Charles de Gaulle,DOM-DOM,89,74,92,N
MCT-10-CDG-DOM-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,CDG,Charles de Gaulle,DOM-INT,98,75,91,N
MCT-10-CDG-INT-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,CDG,Charles de Gaulle,INT-DOM,66,44,73,Y
MCT-10-CDG-INT-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,CDG,Charles de Gaulle,INT-INT,49,54,118,Y
MCT-10-FRA-DOM-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,FRA,Frankfurt,DOM-DOM,100,40,93,Y
MCT-10-FRA-DOM-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,FRA,Frankfurt,DOM-INT,87,78,80,Y
MCT-10-FRA-INT-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,FRA,Frankfurt,INT-DOM,66,48,97,Y
MCT-10-FRA-INT-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,FRA,Frankfurt,INT-INT,77,47,112,N
MCT-10-JFK-DOM-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,JFK,John F Kennedy,DOM-DOM,71,80,94,N
MCT-10-JFK-DOM-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,JFK,John F Kennedy,DOM-INT,46,43,118,Y
MCT-10-JFK-INT-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,JFK,John F Kennedy,INT-DOM,48,80,92,N
MCT-10-JFK-INT-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,JFK,John F Kennedy,INT-INT,110,48,79,N
MCT-10-DEL-DOM-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,DEL,Indira Gandhi,DOM-DOM,117,61,128,N
MCT-10-DEL-DOM-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,DEL,Indira Gandhi,DOM-INT,51,30,74,Y
MCT-10-DEL-INT-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,DEL,Indira Gandhi,INT-DOM,109,76,69,Y
MCT-10-DEL-INT-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,DEL,Indira Gandhi,INT-INT,74,68,63,Y
MCT-10-SYD-DOM-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,SYD,Sydney Kingsford Smith,DOM-DOM,86,82,68,Y
MCT-10-SYD-DOM-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,SYD,Sydney Kingsford Smith,DOM-INT,119,35,102,Y
MCT-10-SYD-INT-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,SYD,Sydney Kingsford Smith,INT-DOM,103,44,135,N
MCT-10-SYD-INT-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,SYD,Sydney Kingsford Smith,INT-INT,98,45,78,N
MCT-10-CAI-DOM-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,CAI,Cairo International,DOM-DOM,103,34,77,N
MCT-10-CAI-DOM-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,CAI,Cairo International,DOM-INT,100,43,61,N
MCT-10-CAI-INT-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,CAI,Cairo International,INT-DOM,116,86,93,N
MCT-10-CAI-INT-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,CAI,Cairo International,INT-INT,105,85,77,N
MCT-10-FCO-DOM-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,FCO,Fiumicino,DOM-DOM,100,36,136,Y
MCT-10-FCO-DOM-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,FCO,Fiumicino,DOM-INT,94,80,88,N
MCT-10-FCO-INT-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,FCO,Fiumicino,INT-DOM,87,90,137,Y
MCT-10-FCO-INT-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,FCO,Fiumicino,INT-INT,92,44,139,Y
MCT-10-DOH-DOM-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,DOH,Hamad International,DOM-DOM,108,78,70,N
MCT-10-DOH-DOM-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,DOH,Hamad International,DOM-INT,85,70,126,Y
MCT-10-DOH-INT-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,DOH,Hamad International,INT-DOM,96,59,126,N
MCT-10-DOH-INT-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,DOH,Hamad International,INT-INT,45,76,147,Y
MCT-10-MCT-DOM-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,MCT,Muscat International,DOM-DOM,52,68,75,Y
MCT-10-MCT-DOM-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,MCT,Muscat International,DOM-INT,61,87,71,Y
MCT-10-MCT-INT-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,MCT,Muscat International,INT-DOM,84,82,69,N
MCT-10-MCT-INT-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,MCT,Muscat International,INT-INT,59,38,74,Y
MCT-10-JED-DOM-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,JED,King Abdulaziz,DOM-DOM,90,36,101,N
MCT-10-JED-DOM-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,JED,King Abdulaziz,DOM-INT,65,77,112,N
MCT-10-JED-INT-DOM,10,Medical Emergency + Tarmac Delay + Slot Unavailability,JED,King Abdulaziz,INT-DOM,47,41,72,N
MCT-10-JED-INT-INT,10,Medical Emergency + Tarmac Delay + Slot Unavailability,JED,King Abdulaziz,INT-INT,97,64,137,Y
MCT-11-AUH-DOM-DOM,11,EY401 Typhoon -> EY406 LIAC,AUH,Abu Dhabi International,DOM-DOM,98,67,62,N
MCT-11-AUH-DOM-INT,11,EY401 Typhoon -> EY406 LIAC,AUH,Abu Dhabi International,DOM-INT,60,57,116,Y
MCT-11-AUH-INT-DOM,11,EY401 Typhoon -> EY406 LIAC,AUH,Abu Dhabi International,INT-DOM,53,58,89,N
MCT-11-AUH-INT-INT,11,EY401 Typhoon -> EY406 LIAC,AUH,Abu Dhabi International,INT-INT,120,73,82,Y
MCT-11-BKK-DOM-DOM,11,EY401 Typhoon -> EY406 LIAC,BKK,Suvarnabhumi,DOM-DOM,95,88,146,Y
MCT-11-BKK-DOM-INT,11,EY401 Typhoon -> EY406 LIAC,BKK,Suvarnabhumi,DOM-INT,117,49,116,N
MCT-11-BKK-INT-DOM,11,EY401 Typhoon -> EY406 LIAC,BKK,Suvarnabhumi,INT-DOM,89,64,135,Y
MCT-11-BKK-INT-INT,11,EY401 Typhoon -> EY406 LIAC,BKK,Suvarnabhumi,INT-INT,92,71,65,N
MCT-11-LHR-DOM-DOM,11,EY401 Typhoon -> EY406 LIAC,LHR,Heathrow,DOM-DOM,55,67,122,Y
MCT-11-LHR-DOM-INT,11,EY401 Typhoon -> EY406 LIAC,LHR,Heathrow,DOM-INT,88,61,102,Y
MCT-11-LHR-INT-DOM,11,EY401 Typhoon -> EY406 LIAC,LHR,Heathrow,INT-DOM,114,31,97,N
MCT-11-LHR-INT-INT,11,EY401 Typhoon -> EY406 LIAC,LHR,Heathrow,INT-INT,85,53,114,N
MCT-11-SIN-DOM-DOM,11,EY401 Typhoon -> EY406 LIAC,SIN,Changi,DOM-DOM,103,84,98,N
MCT-11-SIN-DOM-INT,11,EY401 Typhoon -> EY406 LIAC,SIN,Changi,DOM-INT,57,70,116,N
MCT-11-SIN-INT-DOM,11,EY401 Typhoon -> EY406 LIAC,SIN,Changi,INT-DOM,74,89,70,Y
MCT-11-SIN-INT-INT,11,EY401 Typhoon -> EY406 LIAC,SIN,Changi,INT-INT,80,44,108,Y
MCT-11-CDG-DOM-DOM,11,EY401 Typhoon -> EY406 LIAC,CDG,Charles de Gaulle,DOM-DOM,84,78,74,N
MCT-11-CDG-DOM-INT,11,EY401 Typhoon -> EY406 LIAC,CDG,Charles de Gaulle,DOM-INT,93,65,67,Y
MCT-11-CDG-INT-DOM,11,EY401 Typhoon -> EY406 LIAC,CDG,Charles de Gaulle,INT-DOM,98,48,83,Y
MCT-11-CDG-INT-INT,11,EY401 Typhoon -> EY406 LIAC,CDG,Charles de Gaulle,INT-INT,88,42,67,Y
MCT-11-FRA-DOM-DOM,11,EY401 Typhoon -> EY406 LIAC,FRA,Frankfurt,DOM-DOM,110,51,108,N
MCT-11-FRA-DOM-INT,11,EY401 Typhoon -> EY406 LIAC,FRA,Frankfurt,DOM-INT,94,40,146,N
MCT-11-FRA-INT-DOM,11,EY401 Typhoon -> EY406 LIAC,FRA,Frankfurt,INT-DOM,63,79,119,N
MCT-11-FRA-INT-INT,11,EY401 Typhoon -> EY406 LIAC,FRA,Frankfurt,INT-INT,89,52,118,Y
MCT-11-JFK-DOM-DOM,11,EY401 Typhoon -> EY406 LIAC,JFK,John F Kennedy,DOM-DOM,50,90,79,Y
MCT-11-JFK-DOM-INT,11,EY401 Typhoon -> EY406 LIAC,JFK,John F Kennedy,DOM-INT,106,84,75,N
MCT-11-JFK-INT-DOM,11,EY401 Typhoon -> EY406 LIAC,JFK,John F Kennedy,INT-DOM,68,50,131,N
MCT-11-JFK-INT-INT,11,EY401 Typhoon -> EY406 LIAC,JFK,John F Kennedy,INT-INT,75,74,96,Y
MCT-11-DEL-DOM-DOM,11,EY401 Typhoon -> EY406 LIAC,DEL,Indira Gandhi,DOM-DOM,81,69,129,Y
