transaction_id,booking_id,flight_id,passenger_id,pnr,scenario_id,transaction_type,transaction_date,amount_usd,amount_aed,amount_inr,currency,payment_method,payment_status,tax_amount_usd,surcharge_usd,discount_usd,promo_code
TXN-006718,BKG-5725,FLT-1048,PAX-5725,YLQ353,5,LOUNGE_ACCESS,2025-12-23,56.39,206.95,4708.64,INR,BANK_TRANSFER,COMPLETED,2.82,0.0,0.0,
TXN-006719,BKG-5726,FLT-1048,PAX-5726,AMK856,5,TICKET_PURCHASE,2025-12-06,228.93,840.16,19115.38,USD,CASH,COMPLETED,27.47,58.99,0.0,
TXN-006720,BKG-5727,FLT-1048,PAX-5727,YBF612,5,TICKET_PURCHASE,2026-01-01,1005.12,3688.77,83927.15,AED,VOUCHER,COMPLETED,120.61,45.89,52.06,PROMO614
TXN-006721,BKG-5728,FLT-1048,PAX-5728,WEJ216,5,TICKET_PURCHASE,2025-12-01,1733.27,6361.11,144728.17,EUR,CASH,COMPLETED,207.99,36.1,146.0,PROMO803
TXN-006722,BKG-5729,FLT-1048,PAX-5729,ZIJ743,5,TICKET_PURCHASE,2025-11-13,978.44,3590.86,81699.38,USD,CASH,COMPLETED,117.41,27.22,0.0,
TXN-006723,BKG-5730,FLT-1048,PAX-5730,YEC967,5,TICKET_PURCHASE,2025-11-03,1099.9,4036.64,91841.78,EUR,CREDIT_CARD,COMPLETED,131.99,94.84,59.16,PROMO809
TXN-006724,BKG-5730,FLT-1048,PAX-5730,YEC967,5,LOUNGE_ACCESS,2025-11-03,212.88,781.28,17775.7,USD,CASH,COMPLETED,10.64,0.0,0.0,
TXN-006725,BKG-5731,FLT-1048,PAX-5731,GYQ102,5,TICKET_PURCHASE,2025-11-21,1153.54,4233.5,96320.66,USD,LOYALTY_POINTS,COMPLETED,138.42,98.86,0.0,
TXN-006726,BKG-5731,FLT-1048,PAX-5731,GYQ102,5,BAGGAGE_FEE,2025-11-21,134.76,494.58,11252.68,AED,VOUCHER,COMPLETED,6.74,0.0,0.0,
TXN-006727,BKG-5732,FLT-1048,PAX-5732,BTZ736,5,TICKET_PURCHASE,2025-11-04,232.55,853.45,19417.7,USD,VOUCHER,COMPLETED,27.91,65.49,0.0,
TXN-006728,BKG-5733,FLT-1048,PAX-5733,QTT250,5,TICKET_PURCHASE,2026-01-13,2186.32,8023.8,182557.96,AED,DEBIT_CARD,COMPLETED,262.36,25.74,109.61,PROMO234
TXN-006729,BKG-5733,FLT-1048,PAX-5733,QTT250,5,MEAL_PURCHASE,2026-01-13,281.4,1032.73,23496.79,INR,DEBIT_CARD,COMPLETED,14.07,0.0,0.0,
TXN-006730,BKG-5734,FLT-1048,PAX-5734,ELO909,5,TICKET_PURCHASE,2026-01-03,1058.34,3884.12,88371.67,AED,VOUCHER,COMPLETED,127.0,68.56,20.42,PROMO826
TXN-006731,BKG-5735,FLT-1048,PAX-5735,VMT902,5,TICKET_PURCHASE,2025-11-30,1505.27,5524.34,125689.97,GBP,VOUCHER,COMPLETED,180.63,87.65,0.0,
TXN-006732,BKG-5736,FLT-1048,PAX-5736,XND488,5,TICKET_PURCHASE,2025-11-17,1533.39,5627.53,128037.89,GBP,LOYALTY_POINTS,COMPLETED,184.01,64.28,0.0,
TXN-006733,BKG-5737,FLT-1048,PAX-5737,SAO211,5,TICKET_PURCHASE,2025-11-19,2477.92,9093.98,206906.72,AED,CREDIT_CARD,COMPLETED,297.35,79.16,157.91,PROMO455
TXN-006734,BKG-5737,FLT-1048,PAX-5737,SAO211,5,SEAT_UPGRADE,2025-11-19,100.17,367.61,8363.79,USD,CASH,COMPLETED,5.01,0.0,0.0,
TXN-006735,BKG-5738,FLT-1048,PAX-5738,TQN480,5,TICKET_PURCHASE,2025-11-19,1512.62,5551.31,126303.61,GBP,VOUCHER,COMPLETED,181.51,86.46,172.87,PROMO180
TXN-006736,BKG-5739,FLT-1048,PAX-5739,EKQ778,5,TICKET_PURCHASE,2025-12-25,506.24,1857.89,42270.9,EUR,LOYALTY_POINTS,COMPLETED,60.75,20.35,36.65,PROMO835
TXN-006737,BKG-5740,FLT-1048,PAX-5740,OIP888,5,TICKET_PURCHASE,2025-12-27,454.37,1667.54,37940.01,GBP,CREDIT_CARD,COMPLETED,54.52,51.24,0.0,
TXN-006738,BKG-5741,FLT-1048,PAX-5741,LGJ557,5,TICKET_PURCHASE,2025-11-06,1355.54,4974.84,113187.75,USD,LOYALTY_POINTS,COMPLETED,162.67,54.02,0.0,
TXN-006739,BKG-5741,FLT-1048,PAX-5741,LGJ557,5,MEAL_PURCHASE,2025-11-06,91.08,334.26,7605.18,AED,CREDIT_CARD,COMPLETED,4.55,0.0,0.0,
TXN-006740,BKG-5742,FLT-1048,PAX-5742,AEC806,5,TICKET_PURCHASE,2025-12-21,1166.14,4279.74,97372.75,INR,CASH,COMPLETED,139.94,31.99,72.28,PROMO581
TXN-006741,BKG-5742,FLT-1048,PAX-5742,AEC806,5,MEAL_PURCHASE,2025-12-21,162.39,595.97,13559.54,AED,CASH,COMPLETED,8.12,0.0,0.0,
TXN-006742,BKG-5743,FLT-1048,PAX-5743,NUM781,5,TICKET_PURCHASE,2025-12-22,1626.79,5970.3,135836.63,GBP,BANK_TRANSFER,COMPLETED,195.21,43.15,0.0,
TXN-006743,BKG-5744,FLT-1048,PAX-5744,XVS262,5,TICKET_PURCHASE,2026-01-15,204.29,749.76,17058.59,USD,DEBIT_CARD,COMPLETED,24.52,43.84,29.86,PROMO975
TXN-006744,BKG-5745,FLT-1048,PAX-5745,NZN544,5,TICKET_PURCHASE,2025-12-24,1278.18,4690.92,106727.99,INR,LOYALTY_POINTS,COMPLETED,153.38,21.48,0.0,
TXN-006745,BKG-5745,FLT-1048,PAX-5745,NZN544,5,LOUNGE_ACCESS,2025-12-24,112.24,411.93,9372.34,INR,CASH,COMPLETED,5.61,0.0,0.0,
TXN-006746,BKG-5746,FLT-1048,PAX-5746,ZJR735,5,TICKET_PURCHASE,2025-11-17,676.14,2481.44,56457.94,INR,CASH,COMPLETED,81.14,83.5,73.49,PROMO182
TXN-006747,BKG-5746,FLT-1048,PAX-5746,ZJR735,5,BAGGAGE_FEE,2025-11-17,33.47,122.85,2795.08,USD,LOYALTY_POINTS,COMPLETED,1.67,0.0,0.0,
TXN-006748,BKG-5747,FLT-1048,PAX-5747,OCQ642,5,TICKET_PURCHASE,2025-10-30,207.6,761.9,17334.89,GBP,BANK_TRANSFER,COMPLETED,24.91,87.45,0.0,
TXN-006749,BKG-5748,FLT-1048,PAX-5748,XSO457,5,TICKET_PURCHASE,2026-01-09,2465.43,9048.12,205863.14,GBP,BANK_TRANSFER,COMPLETED,295.85,97.33,0.0,
TXN-006750,BKG-5748,FLT-1048,PAX-5748,XSO457,5,SEAT_UPGRADE,2026-01-09,221.75,813.81,18515.8,USD,VOUCHER,COMPLETED,11.09,0.0,0.0,
TXN-006751,BKG-5749,FLT-1048,PAX-5749,JYS642,5,TICKET_PURCHASE,2026-01-09,2339.27,8585.12,195329.1,GBP,CREDIT_CARD,COMPLETED,280.71,60.2,169.98,PROMO928
TXN-006752,BKG-5750,FLT-1048,PAX-5750,LZH306,5,TICKET_PURCHASE,2025-11-13,1666.36,6115.54,139141.07,EUR,VOUCHER,COMPLETED,199.96,53.91,0.0,
TXN-006753,BKG-5751,FLT-1048,PAX-5751,VPI910,5,TICKET_PURCHASE,2026-01-11,1618.36,5939.37,135132.73,AED,DEBIT_CARD,COMPLETED,194.2,58.41,0.0,
TXN-006754,BKG-5752,FLT-1048,PAX-5752,LUU704,5,TICKET_PURCHASE,2026-01-11,2152.81,7900.83,179760.05,AED,VOUCHER,COMPLETED,258.34,66.52,3.28,PROMO603
TXN-006755,BKG-5753,FLT-1048,PAX-5753,ZLJ482,5,TICKET_PURCHASE,2026-01-06,1849.39,6787.26,154423.94,USD,DEBIT_CARD,COMPLETED,221.93,73.43,0.0,
TXN-006756,BKG-5754,FLT-1048,PAX-5754,FBM290,5,TICKET_PURCHASE,2025-10-26,703.03,2580.11,58702.8,AED,DEBIT_CARD,COMPLETED,84.36,70.64,78.28,PROMO827
TXN-006757,BKG-5754,FLT-1048,PAX-5754,FBM290,5,MEAL_PURCHASE,2025-10-26,64.06,235.1,5348.93,INR,CASH,COMPLETED,3.2,0.0,0.0,
TXN-006758,BKG-5755,FLT-1048,PAX-5755,JWO357,5,TICKET_PURCHASE,2026-01-07,2391.56,8777.04,199695.64,USD,LOYALTY_POINTS,COMPLETED,286.99,46.4,0.0,
TXN-006759,BKG-5756,FLT-1048,PAX-5756,XPB143,5,TICKET_PURCHASE,2025-10-26,309.1,1134.41,25810.13,AED,CREDIT_CARD,COMPLETED,37.09,84.5,0.0,
TXN-006760,BKG-5756,FLT-1048,PAX-5756,XPB143,5,LOUNGE_ACCESS,2025-10-26,179.97,660.49,15027.6,AED,CREDIT_CARD,COMPLETED,9.0,0.0,0.0,
TXN-006761,BKG-5757,FLT-1048,PAX-5757,BGQ650,5,TICKET_PURCHASE,2025-10-30,489.34,1795.89,40860.21,AED,BANK_TRANSFER,COMPLETED,58.72,88.65,0.0,
TXN-006762,BKG-5758,FLT-1048,PAX-5758,RJW820,5,TICKET_PURCHASE,2025-12-05,1631.95,5989.24,136267.51,GBP,BANK_TRANSFER,COMPLETED,195.83,83.64,0.0,
TXN-006763,BKG-5758,FLT-1048,PAX-5758,RJW820,5,BAGGAGE_FEE,2025-12-05,167.07,613.16,13950.61,USD,CREDIT_CARD,COMPLETED,8.35,0.0,0.0,
TXN-006764,BKG-5759,FLT-1048,PAX-5759,YZV156,5,TICKET_PURCHASE,2026-01-05,2285.95,8389.44,190876.84,EUR,CASH,COMPLETED,274.31,25.91,201.31,PROMO523
TXN-006765,BKG-5759,FLT-1048,PAX-5759,YZV156,5,SEAT_UPGRADE,2026-01-05,96.44,353.95,8053.14,INR,CREDIT_CARD,COMPLETED,4.82,0.0,0.0,
TXN-006766,BKG-5760,FLT-1048,PAX-5760,YSY827,5,TICKET_PURCHASE,2025-12-03,1138.88,4179.7,95096.66,INR,DEBIT_CARD,COMPLETED,136.67,48.16,0.0,
TXN-006767,BKG-5761,FLT-1048,PAX-5761,PCD235,5,TICKET_PURCHASE,2026-01-05,2488.78,9133.8,207812.72,EUR,CREDIT_CARD,COMPLETED,298.65,96.7,0.0,
TXN-006768,BKG-5762,FLT-1048,PAX-5762,TRW233,5,TICKET_PURCHASE,2025-11-04,1707.68,6267.18,142591.09,GBP,VOUCHER,COMPLETED,204.92,72.52,0.0,
TXN-006769,BKG-5763,FLT-1048,PAX-5763,MJB133,5,TICKET_PURCHASE,2025-11-01,2245.55,8241.18,187503.57,GBP,BANK_TRANSFER,COMPLETED,269.47,96.56,0.0,
TXN-006770,BKG-5764,FLT-1048,PAX-5764,HJL262,5,TICKET_PURCHASE,2025-11-29,881.96,3236.78,73643.32,INR,VOUCHER,COMPLETED,105.83,73.67,0.0,
TXN-006771,BKG-5765,FLT-1048,PAX-5765,PRF408,5,TICKET_PURCHASE,2025-12-30,1253.44,4600.13,104662.43,EUR,CREDIT_CARD,COMPLETED,150.41,86.69,0.0,
TXN-006772,BKG-5766,FLT-1048,PAX-5766,ZXJ984,5,TICKET_PURCHASE,2025-11-05,746.74,2740.54,62352.81,INR,VOUCHER,COMPLETED,89.61,63.39,0.0,
TXN-006773,BKG-5766,FLT-1048,PAX-5766,ZXJ984,5,SEAT_UPGRADE,2025-11-05,220.9,810.7,18445.08,INR,CREDIT_CARD,COMPLETED,11.04,0.0,0.0,
TXN-006774,BKG-5767,FLT-1048,PAX-5767,RQI340,5,TICKET_PURCHASE,2025-11-25,1804.11,6621.09,150643.27,EUR,LOYALTY_POINTS,COMPLETED,216.49,67.55,0.0,
TXN-006775,BKG-5767,FLT-1048,PAX-5767,RQI340,5,BAGGAGE_FEE,2025-11-25,182.37,669.29,15227.61,INR,VOUCHER,COMPLETED,9.12,0.0,0.0,
TXN-006776,BKG-5768,FLT-1048,PAX-5768,VAC397,5,TICKET_PURCHASE,2025-12-19,2003.9,7354.31,167325.53,GBP,DEBIT_CARD,COMPLETED,240.47,49.17,0.0,
TXN-006777,BKG-5768,FLT-1048,PAX-5768,VAC397,5,SEAT_UPGRADE,2025-12-19,279.39,1025.38,23329.42,INR,BANK_TRANSFER,COMPLETED,13.97,0.0,0.0,
TXN-006778,BKG-5769,FLT-1048,PAX-5769,LTH643,5,TICKET_PURCHASE,2026-01-11,400.01,1468.03,33400.73,GBP,BANK_TRANSFER,COMPLETED,48.0,70.97,22.97,PROMO787
TXN-006779,BKG-5769,FLT-1048,PAX-5769,LTH643,5,SEAT_UPGRADE,2026-01-11,220.48,809.15,18409.89,AED,LOYALTY_POINTS,COMPLETED,11.02,0.0,0.0,
TXN-006780,BKG-5770,FLT-1048,PAX-5770,HRO994,5,TICKET_PURCHASE,2025-12-15,295.65,1085.05,24687.0,USD,DEBIT_CARD,COMPLETED,35.48,94.88,29.67,PROMO749
TXN-006781,BKG-5771,FLT-1048,PAX-5771,LYX135,5,TICKET_PURCHASE,2025-12-25,1466.34,5381.45,122439.0,AED,CREDIT_CARD,COMPLETED,175.96,63.93,0.0,
TXN-006782,BKG-5772,FLT-1048,PAX-5772,BXU642,5,TICKET_PURCHASE,2025-12-17,1529.03,5611.55,127674.22,EUR,DEBIT_CARD,COMPLETED,183.48,54.15,0.0,
TXN-006783,BKG-5773,FLT-1048,PAX-5773,GQI564,5,TICKET_PURCHASE,2025-11-29,2371.79,8704.48,198044.77,INR,BANK_TRANSFER,COMPLETED,284.62,35.95,0.0,
TXN-006784,BKG-5774,FLT-1048,PAX-5774,PSI405,5,TICKET_PURCHASE,2025-12-20,2469.93,9064.65,206239.34,USD,CASH,COMPLETED,296.39,50.03,0.0,
TXN-006785,BKG-5775,FLT-1048,PAX-5775,PNK365,5,TICKET_PURCHASE,2025-11-21,1532.4,5623.92,127955.57,INR,CASH,COMPLETED,183.89,75.72,0.0,
TXN-006786,BKG-5776,FLT-1048,PAX-5776,CBB418,5,TICKET_PURCHASE,2025-12-18,2129.68,7815.94,177828.69,EUR,CASH,COMPLETED,255.56,87.72,0.0,
TXN-006787,BKG-5776,FLT-1048,PAX-5776,CBB418,5,MEAL_PURCHASE,2025-12-18,135.6,497.63,11322.2,AED,DEBIT_CARD,COMPLETED,6.78,0.0,0.0,
TXN-006788,BKG-5777,FLT-1048,PAX-5777,MLA204,5,TICKET_PURCHASE,2026-01-02,1582.38,5807.35,132129.09,GBP,VOUCHER,COMPLETED,189.89,26.07,141.7,PROMO449
TXN-006789,BKG-5777,FLT-1048,PAX-5777,MLA204,5,LOUNGE_ACCESS,2026-01-02,271.45,996.23,22666.22,INR,LOYALTY_POINTS,COMPLETED,13.57,0.0,0.0,
TXN-006790,BKG-5778,FLT-1048,PAX-5778,LYF868,5,TICKET_PURCHASE,2025-12-10,1338.85,4913.6,111794.37,USD,BANK_TRANSFER,COMPLETED,160.66,97.35,0.0,
TXN-006791,BKG-5779,FLT-1048,PAX-5779,JUS972,5,TICKET_PURCHASE,2025-11-10,1356.01,4976.56,113226.96,AED,CREDIT_CARD,COMPLETED,162.72,62.7,32.71,PROMO239
TXN-006792,BKG-5780,FLT-1048,PAX-5780,MUV164,5,TICKET_PURCHASE,2025-11-29,2041.85,7493.59,170494.43,AED,BANK_TRANSFER,COMPLETED,245.02,53.79,0.0,
TXN-006793,BKG-5780,FLT-1048,PAX-5780,MUV164,5,LOUNGE_ACCESS,2025-11-29,239.89,880.38,20030.47,USD,VOUCHER,COMPLETED,11.99,0.0,0.0,
TXN-006794,BKG-5781,FLT-1048,PAX-5781,OVT874,5,TICKET_PURCHASE,2025-11-18,275.13,1009.73,22973.38,USD,BANK_TRANSFER,COMPLETED,33.02,46.22,0.58,PROMO495
TXN-006795,BKG-5781,FLT-1048,PAX-5781,OVT874,5,MEAL_PURCHASE,2025-11-18,194.27,712.96,16221.3,AED,VOUCHER,COMPLETED,9.71,0.0,0.0,
TXN-006796,BKG-5782,FLT-1048,PAX-5782,POH623,5,TICKET_PURCHASE,2025-11-25,229.89,843.7,19195.9,USD,CREDIT_CARD,COMPLETED,27.59,22.05,0.0,
TXN-006797,BKG-5783,FLT-1048,PAX-5783,KEO746,5,TICKET_PURCHASE,2025-12-31,1393.82,5115.32,116384.05,AED,VOUCHER,COMPLETED,167.26,95.05,92.21,PROMO416
TXN-006798,BKG-5784,FLT-1048,PAX-5784,JVW896,5,TICKET_PURCHASE,2025-11-13,851.03,3123.29,71061.14,AED,LOYALTY_POINTS,COMPLETED,102.12,87.56,0.0,
TXN-006799,BKG-5785,FLT-1048,PAX-5785,FVX644,5,TICKET_PURCHASE,2025-12-26,274.6,1007.77,22928.72,GBP,BANK_TRANSFER,COMPLETED,32.95,68.35,4.42,PROMO689
TXN-006800,BKG-5785,FLT-1048,PAX-5785,FVX644,5,SEAT_UPGRADE,2025-12-26,171.39,629.01,14311.27,USD,CREDIT_CARD,COMPLETED,8.57,0.0,0.0,
TXN-006801,BKG-5786,FLT-1048,PAX-5786,NBL269,5,TICKET_PURCHASE,2025-10-27,662.59,2431.72,55326.6,GBP,VOUCHER,COMPLETED,79.51,21.06,92.68,PROMO359
TXN-006802,BKG-5787,FLT-1048,PAX-5787,MCM780,5,TICKET_PURCHASE,2025-11-18,1832.37,6724.8,153003.03,GBP,VOUCHER,COMPLETED,219.88,48.68,23.8,PROMO142
TXN-006803,BKG-5787,FLT-1048,PAX-5787,MCM780,5,MEAL_PURCHASE,2025-11-18,192.31,705.79,16058.24,INR,CREDIT_CARD,COMPLETED,9.62,0.0,0.0,
TXN-006804,BKG-5788,FLT-1048,PAX-5788,NTO790,5,TICKET_PURCHASE,2025-11-05,1528.99,5611.41,127671.0,USD,DEBIT_CARD,COMPLETED,183.48,33.28,0.0,
TXN-006805,BKG-5788,FLT-1048,PAX-5788,NTO790,5,LOUNGE_ACCESS,2025-11-05,197.79,725.89,16515.54,INR,LOYALTY_POINTS,COMPLETED,9.89,0.0,0.0,
TXN-006806,BKG-5789,FLT-1048,PAX-5789,INE454,5,TICKET_PURCHASE,2025-12-02,283.61,1040.84,23681.29,AED,DEBIT_CARD,COMPLETED,34.03,74.66,0.0,
TXN-006807,BKG-5790,FLT-1048,PAX-5790,GSA971,5,TICKET_PURCHASE,2026-01-16,1832.33,6724.67,152999.91,EUR,CASH,COMPLETED,219.88,74.35,0.0,
TXN-006808,BKG-5790,FLT-1048,PAX-5790,GSA971,5,LOUNGE_ACCESS,2026-01-16,254.48,933.93,21248.71,INR,LOYALTY_POINTS,COMPLETED,12.72,0.0,0.0,
TXN-006809,BKG-5791,FLT-1048,PAX-5791,TIB240,5,TICKET_PURCHASE,2026-01-03,1527.65,5606.47,127558.68,USD,DEBIT_CARD,COMPLETED,183.32,45.61,0.0,
TXN-006810,BKG-5792,FLT-1048,PAX-5792,NRG849,5,TICKET_PURCHASE,2025-12-13,2112.33,7752.25,176379.62,EUR,LOYALTY_POINTS,COMPLETED,253.48,21.34,193.88,PROMO323
TXN-006811,BKG-5793,FLT-1048,PAX-5793,KZD639,5,TICKET_PURCHASE,2025-12-01,859.57,3154.63,71774.2,USD,LOYALTY_POINTS,COMPLETED,103.15,73.53,0.0,
TXN-006812,BKG-5793,FLT-1048,PAX-5793,KZD639,5,BAGGAGE_FEE,2025-12-01,140.02,513.86,11691.34,USD,VOUCHER,COMPLETED,7.0,0.0,0.0,
TXN-006813,BKG-5794,FLT-1048,PAX-5794,UOZ781,5,TICKET_PURCHASE,2025-12-31,1939.32,7117.32,161933.48,EUR,VOUCHER,COMPLETED,232.72,73.16,0.0,
TXN-006814,BKG-5794,FLT-1048,PAX-5794,UOZ781,5,LOUNGE_ACCESS,2025-12-31,233.07,855.37,19461.33,USD,LOYALTY_POINTS,COMPLETED,11.65,0.0,0.0,
TXN-006815,BKG-5795,FLT-1048,PAX-5795,PIY272,5,TICKET_PURCHASE,2025-10-27,583.74,2142.33,48742.41,GBP,CREDIT_CARD,COMPLETED,70.05,20.35,81.73,PROMO664
TXN-006816,BKG-5795,FLT-1048,PAX-5795,PIY272,5,BAGGAGE_FEE,2025-10-27,90.28,331.33,7538.46,USD,CREDIT_CARD,COMPLETED,4.51,0.0,0.0,
TXN-006817,BKG-5796,FLT-1048,PAX-5796,CXY368,5,TICKET_PURCHASE,2025-11-24,2069.23,7594.07,172780.57,EUR,CASH,COMPLETED,248.31,60.75,135.86,PROMO962
TXN-006818,BKG-5797,FLT-1048,PAX-5797,ZQR377,5,TICKET_PURCHASE,2025-11-20,364.39,1337.33,30426.95,GBP,LOYALTY_POINTS,COMPLETED,43.73,30.93,0.0,
TXN-006819,BKG-5798,FLT-1048,PAX-5798,ORG305,5,TICKET_PURCHASE,2025-12-21,1955.45,7176.5,163280.11,EUR,BANK_TRANSFER,COMPLETED,234.65,89.97,45.78,PROMO923
TXN-006820,BKG-5799,FLT-1048,PAX-5799,RWW803,5,TICKET_PURCHASE,2025-12-15,277.04,1016.74,23132.99,AED,DEBIT_CARD,COMPLETED,33.25,60.28,0.0,
TXN-006821,BKG-5800,FLT-1048,PAX-5800,AQB246,5,TICKET_PURCHASE,2025-11-15,229.76,843.22,19184.99,EUR,LOYALTY_POINTS,COMPLETED,27.57,53.41,0.0,
TXN-006822,BKG-5801,FLT-1049,PAX-5801,AAI272,5,TICKET_PURCHASE,2025-10-30,1567.66,5753.3,130899.36,AED,CASH,COMPLETED,188.12,71.47,140.41,PROMO431
TXN-006823,BKG-5801,FLT-1049,PAX-5801,AAI272,5,LOUNGE_ACCESS,2025-10-30,47.32,173.66,3951.13,AED,BANK_TRANSFER,COMPLETED,2.37,0.0,0.0,
TXN-006824,BKG-5802,FLT-1049,PAX-5802,AEB496,5,TICKET_PURCHASE,2026-01-06,1525.23,5597.6,127356.83,INR,CREDIT_CARD,COMPLETED,183.03,53.14,0.0,
TXN-006825,BKG-5803,FLT-1049,PAX-5803,HLT547,5,TICKET_PURCHASE,2025-12-27,911.1,3343.75,76077.04,AED,BANK_TRANSFER,COMPLETED,109.33,38.31,0.0,
TXN-006826,BKG-5804,FLT-1049,PAX-5804,NFA289,5,TICKET_PURCHASE,2025-10-30,891.03,3270.08,74401.11,GBP,LOYALTY_POINTS,COMPLETED,106.92,84.54,0.0,
TXN-006827,BKG-5804,FLT-1049,PAX-5804,NFA289,5,MEAL_PURCHASE,2025-10-30,67.66,248.33,5649.94,AED,VOUCHER,COMPLETED,3.38,0.0,0.0,
TXN-006828,BKG-5805,FLT-1049,PAX-5805,GWB279,5,TICKET_PURCHASE,2025-12-18,2140.36,7855.11,178719.86,USD,LOYALTY_POINTS,COMPLETED,256.84,68.28,0.0,
TXN-006829,BKG-5805,FLT-1049,PAX-5805,GWB279,5,SEAT_UPGRADE,2025-12-18,235.71,865.06,19681.98,USD,CREDIT_CARD,COMPLETED,11.79,0.0,0.0,
TXN-006830,BKG-5806,FLT-1049,PAX-5806,UGK923,5,TICKET_PURCHASE,2025-11-22,923.75,3390.17,77133.2,AED,LOYALTY_POINTS,COMPLETED,110.85,54.62,0.0,
TXN-006831,BKG-5807,FLT-1049,PAX-5807,IFY180,5,TICKET_PURCHASE,2025-12-27,371.51,1363.43,31020.73,USD,VOUCHER,COMPLETED,44.58,56.8,23.43,PROMO477
TXN-006832,BKG-5807,FLT-1049,PAX-5807,IFY180,5,LOUNGE_ACCESS,2025-12-27,232.74,854.17,19434.18,INR,CREDIT_CARD,COMPLETED,11.64,0.0,0.0,
TXN-006833,BKG-5808,FLT-1049,PAX-5808,WVS219,5,TICKET_PURCHASE,2025-10-27,2432.28,8926.46,203095.11,AED,CREDIT_CARD,COMPLETED,291.87,63.57,0.0,
TXN-006834,BKG-5809,FLT-1049,PAX-5809,SNS124,5,TICKET_PURCHASE,2025-12-27,713.68,2619.21,59592.33,AED,CASH,COMPLETED,85.64,54.71,0.0,
TXN-006835,BKG-5809,FLT-1049,PAX-5809,SNS124,5,LOUNGE_ACCESS,2025-12-27,43.94,161.25,3668.79,INR,BANK_TRANSFER,COMPLETED,2.2,0.0,0.0,
TXN-006836,BKG-5810,FLT-1049,PAX-5810,MQB514,5,TICKET_PURCHASE,2025-10-28,1917.07,7035.66,160075.72,AED,DEBIT_CARD,COMPLETED,230.05,92.0,0.0,
TXN-006837,BKG-5811,FLT-1049,PAX-5811,FPF429,5,TICKET_PURCHASE,2025-11-15,1529.59,5613.61,127720.99,INR,DEBIT_CARD,COMPLETED,183.55,39.54,0.0,
TXN-006838,BKG-5811,FLT-1049,PAX-5811,FPF429,5,MEAL_PURCHASE,2025-11-15,152.06,558.06,12696.93,AED,CREDIT_CARD,COMPLETED,7.6,0.0,0.0,
TXN-006839,BKG-5812,FLT-1049,PAX-5812,WFQ288,5,TICKET_PURCHASE,2026-01-14,928.62,3408.04,77539.98,EUR,LOYALTY_POINTS,COMPLETED,111.43,90.45,0.0,
TXN-006840,BKG-5813,FLT-1049,PAX-5813,XRN126,5,TICKET_PURCHASE,2025-11-18,1667.33,6119.09,139221.74,USD,VOUCHER,COMPLETED,200.08,52.19,0.0,
TXN-006841,BKG-5813,FLT-1049,PAX-5813,XRN126,5,BAGGAGE_FEE,2025-11-18,289.61,1062.86,24182.34,INR,VOUCHER,COMPLETED,14.48,0.0,0.0,
TXN-006842,BKG-5814,FLT-1049,PAX-5814,FGB907,5,TICKET_PURCHASE,2025-11-26,2209.87,8110.22,184524.07,GBP,VOUCHER,COMPLETED,265.18,31.63,36.5,PROMO787
TXN-006843,BKG-5814,FLT-1049,PAX-5814,FGB907,5,BAGGAGE_FEE,2025-11-26,223.12,818.85,18630.46,INR,LOYALTY_POINTS,COMPLETED,11.16,0.0,0.0,
TXN-006844,BKG-5815,FLT-1049,PAX-5815,WMR365,5,TICKET_PURCHASE,2025-11-27,2291.33,8409.19,191326.17,INR,CASH,COMPLETED,274.96,50.23,0.0,
TXN-006845,BKG-5816,FLT-1049,PAX-5816,LLX429,5,TICKET_PURCHASE,2025-10-27,2052.5,7532.66,171383.36,EUR,CREDIT_CARD,COMPLETED,246.3,96.21,0.0,
TXN-006846,BKG-5816,FLT-1049,PAX-5816,LLX429,5,MEAL_PURCHASE,2025-10-27,205.89,755.62,17192.0,AED,CASH,COMPLETED,10.29,0.0,0.0,
TXN-006847,BKG-5817,FLT-1049,PAX-5817,VKV794,5,TICKET_PURCHASE,2026-01-07,1488.61,5463.21,124299.16,AED,CASH,COMPLETED,178.63,55.51,0.0,
TXN-006848,BKG-5818,FLT-1049,PAX-5818,VMR690,5,TICKET_PURCHASE,2025-10-27,1512.83,5552.1,126321.68,GBP,DEBIT_CARD,COMPLETED,181.54,89.43,0.0,
TXN-006849,BKG-5818,FLT-1049,PAX-5818,VMR690,5,MEAL_PURCHASE,2025-10-27,54.37,199.55,4540.28,INR,DEBIT_CARD,COMPLETED,2.72,0.0,0.0,
TXN-006850,BKG-5819,FLT-1049,PAX-5819,BIA880,5,TICKET_PURCHASE,2025-12-01,2346.27,8610.8,195913.22,USD,CASH,COMPLETED,281.55,76.14,265.25,PROMO289
TXN-006851,BKG-5819,FLT-1049,PAX-5819,BIA880,5,MEAL_PURCHASE,2025-12-01,264.24,969.75,22063.72,USD,LOYALTY_POINTS,COMPLETED,13.21,0.0,0.0,
TXN-006852,BKG-5820,FLT-1049,PAX-5820,WYT106,5,TICKET_PURCHASE,2025-12-26,1029.22,3777.24,85939.94,GBP,DEBIT_CARD,COMPLETED,123.51,47.34,130.19,PROMO425
TXN-006853,BKG-5821,FLT-1049,PAX-5821,INA755,5,TICKET_PURCHASE,2025-11-09,1418.63,5206.36,118455.22,USD,CREDIT_CARD,COMPLETED,170.24,93.8,55.6,PROMO337
