swap_id,flight_id,flight_number,scenario_id,scenario_name,original_aircraft,original_type,swap_aircraft,swap_type,capacity_difference,cargo_difference,crew_change_required,estimated_delay_min,cost_impact_usd,is_available,location,ready_time
SWP-FLT-1101-A6-EYB,FLT-1101,EY171,9,Security Threat + Geopolitical Airspace Diversion,A6-EYQ,A320,A6-EYB,A380,336,12500,Y,81,6979,Y,AUH,2026-01-28T22:36:00Z
SWP-FLT-1101-A6-EYC,FLT-1101,EY171,9,Security Threat + Geopolitical Airspace Diversion,A6-EYQ,A320,A6-EYC,A380,336,12500,Y,45,29616,Y,AUH,2026-01-28T21:36:00Z
SWP-FLT-1102-A6-EYA,FLT-1102,EY8087,9,Security Threat + Geopolitical Airspace Diversion,A6-EYI,B787-10,A6-EYA,A380,186,4000,Y,54,45352,Y,AUH,2026-01-29T02:03:00Z
SWP-FLT-1102-A6-EYB,FLT-1102,EY8087,9,Security Threat + Geopolitical Airspace Diversion,A6-EYI,B787-10,A6-EYB,A380,186,4000,Y,92,27026,N,AUH,2026-01-29T01:03:00Z
SWP-FLT-1102-A6-EYC,FLT-1102,EY8087,9,Security Threat + Geopolitical Airspace Diversion,A6-EYI,B787-10,A6-EYC,A380,186,4000,Y,77,33666,Y,AUH,2026-01-29T01:03:00Z
SWP-FLT-1103-A6-EYA,FLT-1103,EY8185,9,Security Threat + Geopolitical Airspace Diversion,A6-EYG,B787-10,A6-EYA,A380,186,4000,Y,110,21497,Y,AUH,2026-01-28T07:25:00Z
SWP-FLT-1103-A6-EYB,FLT-1103,EY8185,9,Security Threat + Geopolitical Airspace Diversion,A6-EYG,B787-10,A6-EYB,A380,186,4000,Y,84,13707,N,AUH,2026-01-28T07:25:00Z
SWP-FLT-1103-A6-EYC,FLT-1103,EY8185,9,Security Threat + Geopolitical Airspace Diversion,A6-EYG,B787-10,A6-EYC,A380,186,4000,Y,73,44538,Y,AUH,2026-01-28T08:25:00Z
SWP-FLT-1104-A6-EYA,FLT-1104,EY118,9,Security Threat + Geopolitical Airspace Diversion,A6-EYV,A320,A6-EYA,A380,336,12500,Y,88,27134,N,AUH,2026-01-28T11:07:00Z
SWP-FLT-1104-A6-EYB,FLT-1104,EY118,9,Security Threat + Geopolitical Airspace Diversion,A6-EYV,A320,A6-EYB,A380,336,12500,Y,70,26367,Y,AUH,2026-01-28T11:07:00Z
SWP-FLT-1104-A6-EYC,FLT-1104,EY118,9,Security Threat + Geopolitical Airspace Diversion,A6-EYV,A320,A6-EYC,A380,336,12500,Y,37,36432,Y,AUH,2026-01-28T12:07:00Z
SWP-FLT-1105-A6-EYA,FLT-1105,EY8086,10,Medical Emergency + Tarmac Delay + Slot Unavailability,A6-EYI,B787-10,A6-EYA,A380,186,4000,Y,44,21997,Y,AUH,2026-01-29T07:58:00Z
SWP-FLT-1105-A6-EYB,FLT-1105,EY8086,10,Medical Emergency + Tarmac Delay + Slot Unavailability,A6-EYI,B787-10,A6-EYB,A380,186,4000,Y,104,27003,Y,AUH,2026-01-29T08:58:00Z
SWP-FLT-1105-A6-EYC,FLT-1105,EY8086,10,Medical Emergency + Tarmac Delay + Slot Unavailability,A6-EYI,B787-10,A6-EYC,A380,186,4000,Y,32,42742,N,AUH,2026-01-29T09:58:00Z
SWP-FLT-1106-A6-EYA,FLT-1106,EY8087,10,Medical Emergency + Tarmac Delay + Slot Unavailability,A6-EYI,B787-10,A6-EYA,A380,186,4000,Y,98,41356,Y,AUH,2026-01-29T09:50:00Z
SWP-FLT-1106-A6-EYB,FLT-1106,EY8087,10,Medical Emergency + Tarmac Delay + Slot Unavailability,A6-EYI,B787-10,A6-EYB,A380,186,4000,Y,52,45522,Y,AUH,2026-01-29T12:50:00Z
SWP-FLT-1106-A6-EYC,FLT-1106,EY8087,10,Medical Emergency + Tarmac Delay + Slot Unavailability,A6-EYI,B787-10,A6-EYC,A380,186,4000,Y,107,41657,Y,AUH,2026-01-29T11:50:00Z
SWP-FLT-1108-A6-EYA,FLT-1108,EY401,11,EY401 Typhoon -> EY406 LIAC,A6-EYU,A320,A6-EYA,A380,336,12500,Y,34,34660,Y,AUH,2026-01-31T10:38:00Z
SWP-FLT-1108-A6-EYB,FLT-1108,EY401,11,EY401 Typhoon -> EY406 LIAC,A6-EYU,A320,A6-EYB,A380,336,12500,Y,97,24209,Y,AUH,2026-01-31T08:38:00Z
SWP-FLT-1108-A6-EYC,FLT-1108,EY401,11,EY401 Typhoon -> EY406 LIAC,A6-EYU,A320,A6-EYC,A380,336,12500,Y,113,29487,Y,AUH,2026-01-31T07:38:00Z
SWP-FLT-1109-A6-EYA,FLT-1109,EY406,11,EY401 Typhoon -> EY406 LIAC,A6-EYU,A320,A6-EYA,A380,336,12500,Y,33,39791,Y,AUH,2026-01-31T10:02:00Z
SWP-FLT-1109-A6-EYB,FLT-1109,EY406,11,EY401 Typhoon -> EY406 LIAC,A6-EYU,A320,A6-EYB,A380,336,12500,Y,110,42996,Y,AUH,2026-01-31T09:02:00Z
SWP-FLT-1109-A6-EYC,FLT-1109,EY406,11,EY401 Typhoon -> EY406 LIAC,A6-EYU,A320,A6-EYC,A380,336,12500,Y,45,10712,Y,AUH,2026-01-31T09:02:00Z
SWP-FLT-1113-A6-EYA,FLT-1113,EY101,11,EY401 Typhoon -> EY406 LIAC,A6-EYB,A380,A6-EYA,A380,0,0,N,95,38138,Y,AUH,2026-01-31T20:52:00Z
SWP-FLT-1113-A6-EYC,FLT-1113,EY101,11,EY401 Typhoon -> EY406 LIAC,A6-EYB,A380,A6-EYC,A380,0,0,N,51,39770,Y,AUH,2026-01-31T17:52:00Z
